scan,element,sampleID,intenstiy,time,samplerun
0,75As,Smp_191209_47,106.6671218,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_48,133.3340444,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_49,116.6672111,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,blank3,120.000576,0.30195,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_50,83.33361111,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_51,90.000324,0.30197,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_52,123.3339418,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_53,130.000676,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,blank3_1,143.3341551,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_54,126.6673084,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_55,126.6673084,0.30197,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_56,166.6677778,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_57,130.000676,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,blank3_2,163.3344005,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_58,123.3339418,0.30198,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_59,100.0004,0.30197,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_60,100.0004,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_61,123.3339418,0.30197,2020_09_01_KRH_AsTotal_4.csv
0,75As,blank3_3,90.000324,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_62,140.000784,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_63,116.6672111,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_64,130.000676,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_65,146.6675271,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,blank3_4,113.3338471,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_66,106.6671218,0.30195,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_67,126.6673084,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_68,116.6672111,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_69,70.000196,0.30194,2020_09_01_KRH_AsTotal_4.csv
0,75As,blank3_5,103.3337604,0.30197,2020_09_01_KRH_AsTotal_4.csv
0,75As,Smp_191209_70,120.000576,0.30197,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_47,93.33368178,0.92211,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_48,86.66696711,0.92209,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_49,110.000484,0.9221,2020_09_01_KRH_AsTotal_4.csv
1,75As,blank3,93.33368178,0.92209,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_50,40.000064,0.92207,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_51,93.33368178,0.92215,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_52,73.33354845,0.9221,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_53,90.000324,0.92214,2020_09_01_KRH_AsTotal_4.csv
1,75As,blank3_1,96.66704045,0.92215,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_54,103.3337604,0.92212,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_55,90.000324,0.92216,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_56,83.33361111,0.92205,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_57,76.66690178,0.92209,2020_09_01_KRH_AsTotal_4.csv
1,75As,blank3_2,93.33368178,0.9221,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_58,100.0004,0.9222,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_59,126.6673084,0.92214,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_60,56.66679511,0.9221,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_61,133.3340444,0.92216,2020_09_01_KRH_AsTotal_4.csv
1,75As,blank3_3,120.000576,0.92207,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_62,130.000676,0.92214,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_63,80.000256,0.92215,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_64,80.000256,0.92212,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_65,103.3337604,0.92211,2020_09_01_KRH_AsTotal_4.csv
1,75As,blank3_4,90.000324,0.92215,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_66,83.33361111,0.92211,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_67,86.66696711,0.9221,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_68,76.66690178,0.92207,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_69,83.33361111,0.92209,2020_09_01_KRH_AsTotal_4.csv
1,75As,blank3_5,96.66704045,0.92208,2020_09_01_KRH_AsTotal_4.csv
1,75As,Smp_191209_70,73.33354845,0.9221,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_47,90.000324,1.54224,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_48,100.0004,1.54224,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_49,90.000324,1.54233,2020_09_01_KRH_AsTotal_4.csv
2,75As,blank3,103.3337604,1.54229,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_50,90.000324,1.54223,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_51,93.33368178,1.54226,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_52,106.6671218,1.5423,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_53,106.6671218,1.5424,2020_09_01_KRH_AsTotal_4.csv
2,75As,blank3_1,116.6672111,1.54229,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_54,100.0004,1.54231,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_55,80.000256,1.54233,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_56,76.66690178,1.54221,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_57,86.66696711,1.54227,2020_09_01_KRH_AsTotal_4.csv
2,75As,blank3_2,96.66704045,1.5423,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_58,113.3338471,1.54238,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_59,116.6672111,1.54225,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_60,90.000324,1.54228,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_61,96.66704045,1.54233,2020_09_01_KRH_AsTotal_4.csv
2,75As,blank3_3,100.0004,1.54232,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_62,66.66684444,1.54233,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_63,80.000256,1.54238,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_64,83.33361111,1.54237,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_65,83.33361111,1.54225,2020_09_01_KRH_AsTotal_4.csv
2,75As,blank3_4,60.000144,1.54235,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_66,113.3338471,1.54234,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_67,80.000256,1.54235,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_68,96.66704045,1.54223,2020_09_01_KRH_AsTotal_4.csv
2,75As,Smp_191209_69,56.66679511,1.54222,2020_09_01_KRH_AsTotal_4.csv
