scan,element,sampleID,intenstiy,time,samplerun
0,75As,Smp_191209_31,140.000784,0.30195,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_32,83.33361111,0.30196,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_33,116.6672111,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,blank2,96.66704045,0.30195,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_34,86.66696711,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_35,103.3337604,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_36,113.3338471,0.30197,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_37,116.6672111,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,blank2_1,103.3337604,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_38,83.33361111,0.30196,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_39,103.3337604,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_40,110.000484,0.30201,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_41,120.000576,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,blank2_2,100.0004,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_42,100.0004,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_43,96.66704045,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_44,163.3344005,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Smp_191209_45,123.3339418,0.30195,2020_09_01_KRH_AsTotal_3.csv
0,75As,blank3,136.6674138,0.30195,2020_09_01_KRH_AsTotal_3.csv
0,75As,Std_0nM,110.000484,0.30197,2020_09_01_KRH_AsTotal_3.csv
0,75As,Std_0.05nM,93.33368178,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Std_0.1nM,136.6674138,0.30194,2020_09_01_KRH_AsTotal_3.csv
0,75As,Std_1nM,96.66704045,0.30194,2020_09_01_KRH_AsTotal_3.csv
