scan,element,sampleID,intenstiy,time,samplerun,intenstiy_baselined,intensity_corrected,intensity_smoothed,intensity_corrected_smoothed
0,75As,Smp_PS1_elute,4.000000640000103,0.29538,2020_10_26_Heal_AsLipidswB12_2.csv,-102.84408042103914,106.84408106103925,1.6176893386492018e-5,4.123301064912508e-4
1,75As,Smp_PS1_elute,16.000010240006553,0.6323,2020_10_26_Heal_AsLipidswB12_2.csv,-101.67277152940603,117.67278176941258,2.4063758368633736e-5,0.001071356157759985
2,75As,Smp_PS1_elute,16.000010240006553,0.96924,2020_10_26_Heal_AsLipidswB12_2.csv,-100.50146156933216,116.50147180933871,5.266323621601677e-4,0.013380698628971142
3,75As,Smp_PS1_elute,8.00000256000082,1.30612,2020_10_26_Heal_AsLipidswB12_2.csv,-99.330148295649,107.33015085564982,0.00255699831921062,0.04595901902041705
4,75As,Smp_PS1_elute,8.00000256000082,1.64306,2020_10_26_Heal_AsLipidswB12_2.csv,-98.15882829817326,106.15883085817408,0.22923555643260474,2.241197157528817
5,75As,Smp_PS1_elute,4.000000640000103,1.98007,2020_10_26_Heal_AsLipidswB12_2.csv,-96.98749709342026,100.98749773342035,6.993670617150079,84.28544192071568
6,75As,Smp_PS1_elute,16.000010240006553,2.31704,2020_10_26_Heal_AsLipidswB12_2.csv,-95.81614913631701,111.81615937632355,15.272845534102569,111.07036479857325
7,75As,Smp_PS1_elute,12.000005760002765,2.65398,2020_10_26_Heal_AsLipidswB12_2.csv,-94.64477787191561,106.64478363191837,13.14936946174289,107.79305294461906
8,75As,Smp_PS1_elute,12.000005760002765,2.99092,2020_10_26_Heal_AsLipidswB12_2.csv,-93.47337562710655,105.47338138710931,10.70170128292457,104.1751841307862
9,75As,Smp_PS1_elute,8.00000256000082,3.32787,2020_10_26_Heal_AsLipidswB12_2.csv,-92.30193366233253,100.30193622233335,8.052595016796522,100.35463590312226
10,75As,Smp_PS1_elute,12.000005760002765,3.66481,2020_10_26_Heal_AsLipidswB12_2.csv,-91.13044218330246,103.13044794330523,12.822032952609394,103.95258236399603
11,75As,Smp_PS1_elute,24.00002304002212,4.00169,2020_10_26_Heal_AsLipidswB12_2.csv,-89.95889039270592,113.95891343272805,23.14255069432615,113.10154832291354
12,75As,Smp_PS1_elute,12.000005760002765,4.33855,2020_10_26_Heal_AsLipidswB12_2.csv,-88.78726646192803,100.78727222193079,12.076760796789747,100.86413450073502
13,75As,Smp_PS1_elute,4.000000640000103,4.67549,2020_10_26_Heal_AsLipidswB12_2.csv,-87.6155574227648,91.6155580627649,4.843954867476836,92.45961953993893
14,75As,Smp_PS1_elute,16.000010240006553,5.01242,2020_10_26_Heal_AsLipidswB12_2.csv,-86.44374929913957,102.44375953914613,14.930503387426073,101.37435994792442
15,75As,Smp_PS1_elute,12.000005760002765,5.34931,2020_10_26_Heal_AsLipidswB12_2.csv,-85.27182719882009,97.27183295882286,12.313192169577617,97.58512663939604
16,75As,Smp_PS1_elute,8.00000256000082,5.68625,2020_10_26_Heal_AsLipidswB12_2.csv,-84.09977520513651,92.09977776513733,8.992491290104777,93.09237377854771
17,75As,Smp_PS1_elute,12.000005760002765,6.02318,2020_10_26_Heal_AsLipidswB12_2.csv,-82.92757642870066,94.92758218870343,9.859335568574483,92.78701929711588
18,75As,Smp_PS1_elute,8.00000256000082,6.3601,2020_10_26_Heal_AsLipidswB12_2.csv,-81.75521305912662,89.75521561912744,10.695596761252432,92.45091713261196
19,75As,Smp_PS1_elute,20.0000160000128,6.69701,2020_10_26_Heal_AsLipidswB12_2.csv,-80.58266633675265,100.58268233676546,17.30059474067508,97.883368410948
20,75As,Smp_PS1_elute,20.0000160000128,7.03395,2020_10_26_Heal_AsLipidswB12_2.csv,-79.4099166043649,99.4099326043777,22.473487166831806,101.8835111209797
21,75As,Smp_PS1_elute,16.000010240006553,7.37086,2020_10_26_Heal_AsLipidswB12_2.csv,-78.2369431989226,94.23695343892916,13.730346550602729,91.96739712361997
22,75As,Smp_PS1_elute,8.00000256000082,7.70777,2020_10_26_Heal_AsLipidswB12_2.csv,-77.06372446328575,85.06372702328657,10.13104127974123,87.19487313781971
