scan,element,sampleID,intenstiy,time,samplerun,intenstiy_baselined,intensity_corrected,intensity_smoothed,intensity_corrected_smoothed
0,75As,Smp_PS2_elute,4.000000640000103,0.29532,2020_10_26_Heal_AsLipidswB12_3.csv,-112.419646295861,116.4196469358611,6.249973335457403e-5,4.953695023890748e-4
1,75As,Smp_PS2_elute,4.000000640000103,0.63226,2020_10_26_Heal_AsLipidswB12_3.csv,-111.12642041321804,115.12642105321814,1.5896112845762163e-4,0.0013032097345533882
2,75As,Smp_PS2_elute,4.000000640000103,0.9693,2020_10_26_Heal_AsLipidswB12_3.csv,-109.83319336637811,113.83319400637822,0.0012873408475351862,0.015332296066148542
3,75As,Smp_PS2_elute,8.00000256000082,1.30622,2020_10_26_Heal_AsLipidswB12_3.csv,-108.5399628398801,116.53996539988093,0.004177167303246957,0.05158408253337307
4,75As,Smp_PS2_elute,8.00000256000082,1.64316,2020_10_26_Heal_AsLipidswB12_3.csv,-107.246725379931,115.24672793993182,0.13773997812449965,2.3357533358873193
5,75As,Smp_PS2_elute,16.000010240006553,1.98004,2020_10_26_Heal_AsLipidswB12_3.csv,-105.95347636733815,121.9534866073447,6.713803573639672,91.15182530387632
6,75As,Smp_PS2_elute,0,2.31698,2020_10_26_Heal_AsLipidswB12_3.csv,-104.66021003044165,104.66021003044165,1.1527054129372356,105.79234651213079
7,75As,Smp_PS2_elute,12.000005760002765,2.65392,2020_10_26_Heal_AsLipidswB12_3.csv,-103.36691937804675,115.36692513804951,10.29843589060823,113.66414697550383
8,75As,Smp_PS2_elute,12.000005760002765,2.99081,2020_10_26_Heal_AsLipidswB12_3.csv,-102.07359637235669,114.07360213235945,13.927795294104113,116.00151004453868
9,75As,Smp_PS2_elute,12.000005760002765,3.32774,2020_10_26_Heal_AsLipidswB12_3.csv,-100.78023182190543,112.7802375819082,12.081489727941328,112.86183993332372
10,75As,Smp_PS2_elute,12.000005760002765,3.66468,2020_10_26_Heal_AsLipidswB12_3.csv,-99.486815394490975,111.48682115449374,9.98502902686686,109.47196281150785
11,75As,Smp_PS2_elute,8.00000256000082,4.00159,2020_10_26_Heal_AsLipidswB12_3.csv,-98.19333563010892,106.19333819010974,11.69045730706512,109.88391132990725
12,75As,Smp_PS2_elute,16.000010240006553,4.33849,2020_10_26_Heal_AsLipidswB12_3.csv,-96.89977995388674,112.8997901938933,11.081948937993149,107.9818472978913
13,75As,Smp_PS2_elute,4.000000640000103,4.67544,2020_10_26_Heal_AsLipidswB12_3.csv,-95.60613472901855,99.60613536901866,9.503518610176318,105.10977174705863
14,75As,Smp_PS2_elute,12.000005760002765,5.01231,2020_10_26_Heal_AsLipidswB12_3.csv,-94.31238518970059,106.31239094970336,6.602677107825361,100.91518072287461
15,75As,Smp_PS2_elute,0,5.34925,2020_10_26_Heal_AsLipidswB12_3.csv,-93.01851557406776,93.01851557406776,4.7684250662282475,97.78705907078428
16,75As,Smp_PS2_elute,4.000000640000103,5.68618,2020_10_26_Heal_AsLipidswB12_3.csv,-91.72450905713109,95.7245096971312,0.16748925309982393,91.89211675950781
17,75As,Smp_PS2_elute,4.000000640000103,6.02307,2020_10_26_Heal_AsLipidswB12_3.csv,-90.43034788371641,94.4303485237165,6.617280762449356,97.04774710618909
18,75As,Smp_PS2_elute,12.000005760002765,6.36001,2020_10_26_Heal_AsLipidswB12_3.csv,-89.13601334140446,101.13601910140723,11.000871330358843,100.13700315112361
19,75As,Smp_PS2_elute,4.000000640000103,6.69694,2020_10_26_Heal_AsLipidswB12_3.csv,-87.84148577347253,91.84148641347264,3.068941024566801,90.91054529578592
20,75As,Smp_PS2_elute,0,7.03386,2020_10_26_Heal_AsLipidswB12_3.csv,-86.54674451183767,86.54674451183767,2.6459368433541766,89.19279987082291
21,75As,Smp_PS2_elute,20.0000160000128,7.37076,2020_10_26_Heal_AsLipidswB12_3.csv,-85.25176797000212,105.25178397001491,16.491826296261166,101.7437128090354
22,75As,Smp_PS2_elute,12.000005760002765,7.7077,2020_10_26_Heal_AsLipidswB12_3.csv,-83.95653369600066,95.95653945600343,15.271823674815046,99.22847593328316
23,75As,Smp_PS2_elute,8.00000256000082,8.04465,2020_10_26_Heal_AsLipidswB12_3.csv,-82.66101818535031,90.66102074535114,5.871401559439595,88.53253833788555
24,75As,Smp_PS2_elute,4.000000640000103,8.38158,2020_10_26_Heal_AsLipidswB12_3.csv,-81.3651969740027,85.3651976140028,4.356058718881892,85.7213743132003
25,75As,Smp_PS2_elute,12.000005760002765,8.71848,2020_10_26_Heal_AsLipidswB12_3.csv,-80.06904469129925,92.06905045130202,13.80681803292476,93.87598137529568
26,75As,Smp_PS2_elute,16.000010240006553,9.05534,2020_10_26_Heal_AsLipidswB12_3.csv,-78.77253511292948,94.77254535293602,12.04655495327734,90.81920875495251
27,75As,Smp_PS2_elute,0,9.39227,2020_10_26_Heal_AsLipidswB12_3.csv,-77.47564109389236,77.47564109389236,5.499571930863859,82.97533174340683
28,75As,Smp_PS2_elute,16.000010240006553,9.72921,2020_10_26_Heal_AsLipidswB12_3.csv,-76.17833454146144,92.17834478146798,9.964440310297068,86.14289361739121
29,75As,Smp_PS2_elute,12.000005760002765,10.0661,2020_10_26_Heal_AsLipidswB12_3.csv,-74.88058658815382,86.88059234815658,17.596610304909394,92.47731569260445
30,75As,Smp_PS2_elute,20.0000160000128,10.40303,2020_10_26_Heal_AsLipidswB12_3.csv,-73.5823674447032,93.58238344471599,15.402355929045308,88.98484222432863
