Lipid Class (short),Lipid ID (ms1 only),SN1 tail length,SN2 tail length,SN1 saturation,SN2 saturation,Empirical Formula (in ionic state),m/z
AsSugPL,AsSugPL962,16,16,6,6,AsO14PC47H68,963.364088435
AsSugPL,AsSugPL990,18,16,6,6,AsO14PC49H72,991.395388575
AsSugPL,AsSugPL1018,20,16,6,6,AsO14PC51H76,1019.426688715
AsSugPL,AsSugPL1046,22,16,6,6,AsO14PC53H80,1047.457988855
AsSugPL,AsSugPL1074,24,16,6,6,AsO14PC55H84,1075.489288995
AsSugPL,AsSugPL918,10,18,0,6,AsO14PC43H72,919.395388575
AsSugPL,AsSugPL946,12,18,0,6,AsO14PC45H76,947.426688715
AsSugPL,AsSugPL974,14,18,0,6,AsO14PC47H80,975.457988855
AsSugPL,AsSugPL1002,16,18,0,6,AsO14PC49H84,1003.489288995
AsSugPL,AsSugPL1030,18,18,0,6,AsO14PC51H88,1031.520589135
AsSugPL,AsSugPL1058,20,18,0,6,AsO14PC53H92,1059.551889275
AsSugPL,AsSugPL1086,22,18,0,6,AsO14PC55H96,1087.583189415
AsSugPL,AsSugPL1114,24,18,0,6,AsO14PC57H100,1115.614489555
AsSugPL,AsSugPL916,10,18,1,6,AsO14PC43H70,917.379738505
AsSugPL,AsSugPL944,12,18,1,6,AsO14PC45H74,945.411038645
AsSugPL,AsSugPL972,14,18,1,6,AsO14PC47H78,973.442338785
AsSugPL,AsSugPL1000,16,18,1,6,AsO14PC49H82,1001.473638925
AsSugPL,AsSugPL1028,18,18,1,6,AsO14PC51H86,1029.504939065
AsSugPL,AsSugPL1056,20,18,1,6,AsO14PC53H90,1057.536239205
AsSugPL,AsSugPL1084,22,18,1,6,AsO14PC55H94,1085.5675393449999
AsSugPL,AsSugPL1112,24,18,1,6,AsO14PC57H98,1113.598839485
AsSugPL,AsSugPL914,10,18,2,6,AsO14PC43H68,915.364088435
AsSugPL,AsSugPL942,12,18,2,6,AsO14PC45H72,943.395388575
AsSugPL,AsSugPL970,14,18,2,6,AsO14PC47H76,971.426688715
AsSugPL,AsSugPL998,16,18,2,6,AsO14PC49H80,999.457988855
AsSugPL,AsSugPL1026,18,18,2,6,AsO14PC51H84,1027.489288995
AsSugPL,AsSugPL1054,20,18,2,6,AsO14PC53H88,1055.520589135
AsSugPL,AsSugPL1082,22,18,2,6,AsO14PC55H92,1083.551889275
AsSugPL,AsSugPL1110,24,18,2,6,AsO14PC57H96,1111.583189415
AsSugPL,AsSugPL912,10,18,3,6,AsO14PC43H66,913.348438365
AsSugPL,AsSugPL940,12,18,3,6,AsO14PC45H70,941.379738505
AsSugPL,AsSugPL968,14,18,3,6,AsO14PC47H74,969.411038645
AsSugPL,AsSugPL996,16,18,3,6,AsO14PC49H78,997.442338785
AsSugPL,AsSugPL1024,18,18,3,6,AsO14PC51H82,1025.473638925
AsSugPL,AsSugPL1052,20,18,3,6,AsO14PC53H86,1053.504939065
AsSugPL,AsSugPL1080,22,18,3,6,AsO14PC55H90,1081.536239205
AsSugPL,AsSugPL1108,24,18,3,6,AsO14PC57H94,1109.5675393449999
AsSugPL,AsSugPL910,10,18,4,6,AsO14PC43H64,911.332788295
AsSugPL,AsSugPL938,12,18,4,6,AsO14PC45H68,939.364088435
AsSugPL,AsSugPL966,14,18,4,6,AsO14PC47H72,967.395388575
AsSugPL,AsSugPL994,16,18,4,6,AsO14PC49H76,995.426688715
AsSugPL,AsSugPL1022,18,18,4,6,AsO14PC51H80,1023.457988855
AsSugPL,AsSugPL1050,20,18,4,6,AsO14PC53H84,1051.489288995
AsSugPL,AsSugPL1078,22,18,4,6,AsO14PC55H88,1079.520589135
AsSugPL,AsSugPL1106,24,18,4,6,AsO14PC57H92,1107.551889275
AsSugPL,AsSugPL908,10,18,5,6,AsO14PC43H62,909.317138225
AsSugPL,AsSugPL936,12,18,5,6,AsO14PC45H66,937.348438365
AsSugPL,AsSugPL964,14,18,5,6,AsO14PC47H70,965.379738505
AsSugPL,AsSugPL992,16,18,5,6,AsO14PC49H74,993.411038645
AsSugPL,AsSugPL1020,18,18,5,6,AsO14PC51H78,1021.442338785
AsSugPL,AsSugPL1048,20,18,5,6,AsO14PC53H82,1049.473638925
AsSugPL,AsSugPL1076,22,18,5,6,AsO14PC55H86,1077.504939065
AsSugPL,AsSugPL1104,24,18,5,6,AsO14PC57H90,1105.536239205
AsSugPL,AsSugPL906,10,18,6,6,AsO14PC43H60,907.301488155
AsSugPL,AsSugPL934,12,18,6,6,AsO14PC45H64,935.332788295
AsSugPL,AsSugPL962,14,18,6,6,AsO14PC47H68,963.364088435
AsSugPL,AsSugPL990,16,18,6,6,AsO14PC49H72,991.395388575
AsSugPL,AsSugPL1018,18,18,6,6,AsO14PC51H76,1019.426688715
AsSugPL,AsSugPL1046,20,18,6,6,AsO14PC53H80,1047.457988855
AsSugPL,AsSugPL1074,22,18,6,6,AsO14PC55H84,1075.489288995
AsSugPL,AsSugPL1102,24,18,6,6,AsO14PC57H88,1103.520589135
AsSugPL,AsSugPL946,10,20,0,6,AsO14PC45H76,947.426688715
AsSugPL,AsSugPL974,12,20,0,6,AsO14PC47H80,975.457988855
AsSugPL,AsSugPL1002,14,20,0,6,AsO14PC49H84,1003.489288995
AsSugPL,AsSugPL1030,16,20,0,6,AsO14PC51H88,1031.520589135
AsSugPL,AsSugPL1058,18,20,0,6,AsO14PC53H92,1059.551889275
AsSugPL,AsSugPL1086,20,20,0,6,AsO14PC55H96,1087.583189415
AsSugPL,AsSugPL1114,22,20,0,6,AsO14PC57H100,1115.614489555
AsSugPL,AsSugPL1142,24,20,0,6,AsO14PC59H104,1143.645789695
AsSugPL,AsSugPL944,10,20,1,6,AsO14PC45H74,945.411038645
AsSugPL,AsSugPL972,12,20,1,6,AsO14PC47H78,973.442338785
AsSugPL,AsSugPL1000,14,20,1,6,AsO14PC49H82,1001.473638925
AsSugPL,AsSugPL1028,16,20,1,6,AsO14PC51H86,1029.504939065
AsSugPL,AsSugPL1056,18,20,1,6,AsO14PC53H90,1057.536239205
AsSugPL,AsSugPL1084,20,20,1,6,AsO14PC55H94,1085.5675393449999
AsSugPL,AsSugPL1112,22,20,1,6,AsO14PC57H98,1113.598839485
AsSugPL,AsSugPL1140,24,20,1,6,AsO14PC59H102,1141.630139625
AsSugPL,AsSugPL942,10,20,2,6,AsO14PC45H72,943.395388575
AsSugPL,AsSugPL970,12,20,2,6,AsO14PC47H76,971.426688715
AsSugPL,AsSugPL998,14,20,2,6,AsO14PC49H80,999.457988855
AsSugPL,AsSugPL1026,16,20,2,6,AsO14PC51H84,1027.489288995
AsSugPL,AsSugPL1054,18,20,2,6,AsO14PC53H88,1055.520589135
AsSugPL,AsSugPL1082,20,20,2,6,AsO14PC55H92,1083.551889275
AsSugPL,AsSugPL1110,22,20,2,6,AsO14PC57H96,1111.583189415
AsSugPL,AsSugPL1138,24,20,2,6,AsO14PC59H100,1139.614489555
AsSugPL,AsSugPL940,10,20,3,6,AsO14PC45H70,941.379738505
AsSugPL,AsSugPL968,12,20,3,6,AsO14PC47H74,969.411038645
AsSugPL,AsSugPL996,14,20,3,6,AsO14PC49H78,997.442338785
AsSugPL,AsSugPL1024,16,20,3,6,AsO14PC51H82,1025.473638925
AsSugPL,AsSugPL1052,18,20,3,6,AsO14PC53H86,1053.504939065
AsSugPL,AsSugPL1080,20,20,3,6,AsO14PC55H90,1081.536239205
AsSugPL,AsSugPL1108,22,20,3,6,AsO14PC57H94,1109.5675393449999
AsSugPL,AsSugPL1136,24,20,3,6,AsO14PC59H98,1137.598839485
AsSugPL,AsSugPL938,10,20,4,6,AsO14PC45H68,939.364088435
AsSugPL,AsSugPL966,12,20,4,6,AsO14PC47H72,967.395388575
AsSugPL,AsSugPL994,14,20,4,6,AsO14PC49H76,995.426688715
AsSugPL,AsSugPL1022,16,20,4,6,AsO14PC51H80,1023.457988855
AsSugPL,AsSugPL1050,18,20,4,6,AsO14PC53H84,1051.489288995
AsSugPL,AsSugPL1078,20,20,4,6,AsO14PC55H88,1079.520589135
AsSugPL,AsSugPL1106,22,20,4,6,AsO14PC57H92,1107.551889275
AsSugPL,AsSugPL1134,24,20,4,6,AsO14PC59H96,1135.583189415
AsSugPL,AsSugPL936,10,20,5,6,AsO14PC45H66,937.348438365
AsSugPL,AsSugPL964,12,20,5,6,AsO14PC47H70,965.379738505
AsSugPL,AsSugPL992,14,20,5,6,AsO14PC49H74,993.411038645
AsSugPL,AsSugPL1020,16,20,5,6,AsO14PC51H78,1021.442338785
AsSugPL,AsSugPL1048,18,20,5,6,AsO14PC53H82,1049.473638925
AsSugPL,AsSugPL1076,20,20,5,6,AsO14PC55H86,1077.504939065
AsSugPL,AsSugPL1104,22,20,5,6,AsO14PC57H90,1105.536239205
AsSugPL,AsSugPL1132,24,20,5,6,AsO14PC59H94,1133.5675393449999
AsSugPL,AsSugPL934,10,20,6,6,AsO14PC45H64,935.332788295
AsSugPL,AsSugPL962,12,20,6,6,AsO14PC47H68,963.364088435
AsSugPL,AsSugPL990,14,20,6,6,AsO14PC49H72,991.395388575
AsSugPL,AsSugPL1018,16,20,6,6,AsO14PC51H76,1019.426688715
AsSugPL,AsSugPL1046,18,20,6,6,AsO14PC53H80,1047.457988855
AsSugPL,AsSugPL1074,20,20,6,6,AsO14PC55H84,1075.489288995
AsSugPL,AsSugPL1102,22,20,6,6,AsO14PC57H88,1103.520589135
AsSugPL,AsSugPL1130,24,20,6,6,AsO14PC59H92,1131.551889275
AsSugPL,AsSugPL974,10,22,0,6,AsO14PC47H80,975.457988855
AsSugPL,AsSugPL1002,12,22,0,6,AsO14PC49H84,1003.489288995
AsSugPL,AsSugPL1030,14,22,0,6,AsO14PC51H88,1031.520589135
AsSugPL,AsSugPL1058,16,22,0,6,AsO14PC53H92,1059.551889275
AsSugPL,AsSugPL1086,18,22,0,6,AsO14PC55H96,1087.583189415
AsSugPL,AsSugPL1114,20,22,0,6,AsO14PC57H100,1115.614489555
AsSugPL,AsSugPL1142,22,22,0,6,AsO14PC59H104,1143.645789695
AsSugPL,AsSugPL1170,24,22,0,6,AsO14PC61H108,1171.677089835
AsSugPL,AsSugPL972,10,22,1,6,AsO14PC47H78,973.442338785
AsSugPL,AsSugPL1000,12,22,1,6,AsO14PC49H82,1001.473638925
AsSugPL,AsSugPL1028,14,22,1,6,AsO14PC51H86,1029.504939065
AsSugPL,AsSugPL1056,16,22,1,6,AsO14PC53H90,1057.536239205
AsSugPL,AsSugPL1084,18,22,1,6,AsO14PC55H94,1085.5675393449999
AsSugPL,AsSugPL1112,20,22,1,6,AsO14PC57H98,1113.598839485
AsSugPL,AsSugPL1140,22,22,1,6,AsO14PC59H102,1141.630139625
AsSugPL,AsSugPL1168,24,22,1,6,AsO14PC61H106,1169.661439765
AsSugPL,AsSugPL970,10,22,2,6,AsO14PC47H76,971.426688715
AsSugPL,AsSugPL998,12,22,2,6,AsO14PC49H80,999.457988855
AsSugPL,AsSugPL1026,14,22,2,6,AsO14PC51H84,1027.489288995
AsSugPL,AsSugPL1054,16,22,2,6,AsO14PC53H88,1055.520589135
AsSugPL,AsSugPL1082,18,22,2,6,AsO14PC55H92,1083.551889275
AsSugPL,AsSugPL1110,20,22,2,6,AsO14PC57H96,1111.583189415
AsSugPL,AsSugPL1138,22,22,2,6,AsO14PC59H100,1139.614489555
AsSugPL,AsSugPL1166,24,22,2,6,AsO14PC61H104,1167.645789695
AsSugPL,AsSugPL968,10,22,3,6,AsO14PC47H74,969.411038645
AsSugPL,AsSugPL996,12,22,3,6,AsO14PC49H78,997.442338785
AsSugPL,AsSugPL1024,14,22,3,6,AsO14PC51H82,1025.473638925
AsSugPL,AsSugPL1052,16,22,3,6,AsO14PC53H86,1053.504939065
AsSugPL,AsSugPL1080,18,22,3,6,AsO14PC55H90,1081.536239205
AsSugPL,AsSugPL1108,20,22,3,6,AsO14PC57H94,1109.5675393449999
AsSugPL,AsSugPL1136,22,22,3,6,AsO14PC59H98,1137.598839485
AsSugPL,AsSugPL1164,24,22,3,6,AsO14PC61H102,1165.630139625
AsSugPL,AsSugPL966,10,22,4,6,AsO14PC47H72,967.395388575
AsSugPL,AsSugPL994,12,22,4,6,AsO14PC49H76,995.426688715
AsSugPL,AsSugPL1022,14,22,4,6,AsO14PC51H80,1023.457988855
AsSugPL,AsSugPL1050,16,22,4,6,AsO14PC53H84,1051.489288995
AsSugPL,AsSugPL1078,18,22,4,6,AsO14PC55H88,1079.520589135
AsSugPL,AsSugPL1106,20,22,4,6,AsO14PC57H92,1107.551889275
AsSugPL,AsSugPL1134,22,22,4,6,AsO14PC59H96,1135.583189415
AsSugPL,AsSugPL1162,24,22,4,6,AsO14PC61H100,1163.614489555
AsSugPL,AsSugPL964,10,22,5,6,AsO14PC47H70,965.379738505
AsSugPL,AsSugPL992,12,22,5,6,AsO14PC49H74,993.411038645
AsSugPL,AsSugPL1020,14,22,5,6,AsO14PC51H78,1021.442338785
AsSugPL,AsSugPL1048,16,22,5,6,AsO14PC53H82,1049.473638925
AsSugPL,AsSugPL1076,18,22,5,6,AsO14PC55H86,1077.504939065
AsSugPL,AsSugPL1104,20,22,5,6,AsO14PC57H90,1105.536239205
AsSugPL,AsSugPL1132,22,22,5,6,AsO14PC59H94,1133.5675393449999
AsSugPL,AsSugPL1160,24,22,5,6,AsO14PC61H98,1161.598839485
AsSugPL,AsSugPL962,10,22,6,6,AsO14PC47H68,963.364088435
AsSugPL,AsSugPL990,12,22,6,6,AsO14PC49H72,991.395388575
AsSugPL,AsSugPL1018,14,22,6,6,AsO14PC51H76,1019.426688715
AsSugPL,AsSugPL1046,16,22,6,6,AsO14PC53H80,1047.457988855
AsSugPL,AsSugPL1074,18,22,6,6,AsO14PC55H84,1075.489288995
AsSugPL,AsSugPL1102,20,22,6,6,AsO14PC57H88,1103.520589135
AsSugPL,AsSugPL1130,22,22,6,6,AsO14PC59H92,1131.551889275
AsSugPL,AsSugPL1158,24,22,6,6,AsO14PC61H96,1159.583189415
AsSugPL,AsSugPL1002,10,24,0,6,AsO14PC49H84,1003.489288995
AsSugPL,AsSugPL1030,12,24,0,6,AsO14PC51H88,1031.520589135
AsSugPL,AsSugPL1058,14,24,0,6,AsO14PC53H92,1059.551889275
AsSugPL,AsSugPL1086,16,24,0,6,AsO14PC55H96,1087.583189415
AsSugPL,AsSugPL1114,18,24,0,6,AsO14PC57H100,1115.614489555
AsSugPL,AsSugPL1142,20,24,0,6,AsO14PC59H104,1143.645789695
AsSugPL,AsSugPL1170,22,24,0,6,AsO14PC61H108,1171.677089835
AsSugPL,AsSugPL1198,24,24,0,6,AsO14PC63H112,1199.708389975
AsSugPL,AsSugPL1000,10,24,1,6,AsO14PC49H82,1001.473638925
AsSugPL,AsSugPL1028,12,24,1,6,AsO14PC51H86,1029.504939065
AsSugPL,AsSugPL1056,14,24,1,6,AsO14PC53H90,1057.536239205
AsSugPL,AsSugPL1084,16,24,1,6,AsO14PC55H94,1085.5675393449999
AsSugPL,AsSugPL1112,18,24,1,6,AsO14PC57H98,1113.598839485
AsSugPL,AsSugPL1140,20,24,1,6,AsO14PC59H102,1141.630139625
AsSugPL,AsSugPL1168,22,24,1,6,AsO14PC61H106,1169.661439765
AsSugPL,AsSugPL1196,24,24,1,6,AsO14PC63H110,1197.692739905
AsSugPL,AsSugPL998,10,24,2,6,AsO14PC49H80,999.457988855
AsSugPL,AsSugPL1026,12,24,2,6,AsO14PC51H84,1027.489288995
AsSugPL,AsSugPL1054,14,24,2,6,AsO14PC53H88,1055.520589135
AsSugPL,AsSugPL1082,16,24,2,6,AsO14PC55H92,1083.551889275
AsSugPL,AsSugPL1110,18,24,2,6,AsO14PC57H96,1111.583189415
AsSugPL,AsSugPL1138,20,24,2,6,AsO14PC59H100,1139.614489555
AsSugPL,AsSugPL1166,22,24,2,6,AsO14PC61H104,1167.645789695
AsSugPL,AsSugPL1194,24,24,2,6,AsO14PC63H108,1195.677089835
AsSugPL,AsSugPL996,10,24,3,6,AsO14PC49H78,997.442338785
AsSugPL,AsSugPL1024,12,24,3,6,AsO14PC51H82,1025.473638925
AsSugPL,AsSugPL1052,14,24,3,6,AsO14PC53H86,1053.504939065
AsSugPL,AsSugPL1080,16,24,3,6,AsO14PC55H90,1081.536239205
AsSugPL,AsSugPL1108,18,24,3,6,AsO14PC57H94,1109.5675393449999
AsSugPL,AsSugPL1136,20,24,3,6,AsO14PC59H98,1137.598839485
AsSugPL,AsSugPL1164,22,24,3,6,AsO14PC61H102,1165.630139625
AsSugPL,AsSugPL1192,24,24,3,6,AsO14PC63H106,1193.661439765
AsSugPL,AsSugPL994,10,24,4,6,AsO14PC49H76,995.426688715
AsSugPL,AsSugPL1022,12,24,4,6,AsO14PC51H80,1023.457988855
AsSugPL,AsSugPL1050,14,24,4,6,AsO14PC53H84,1051.489288995
AsSugPL,AsSugPL1078,16,24,4,6,AsO14PC55H88,1079.520589135
AsSugPL,AsSugPL1106,18,24,4,6,AsO14PC57H92,1107.551889275
AsSugPL,AsSugPL1134,20,24,4,6,AsO14PC59H96,1135.583189415
AsSugPL,AsSugPL1162,22,24,4,6,AsO14PC61H100,1163.614489555
AsSugPL,AsSugPL1190,24,24,4,6,AsO14PC63H104,1191.645789695
AsSugPL,AsSugPL992,10,24,5,6,AsO14PC49H74,993.411038645
AsSugPL,AsSugPL1020,12,24,5,6,AsO14PC51H78,1021.442338785
AsSugPL,AsSugPL1048,14,24,5,6,AsO14PC53H82,1049.473638925
AsSugPL,AsSugPL1076,16,24,5,6,AsO14PC55H86,1077.504939065
AsSugPL,AsSugPL1104,18,24,5,6,AsO14PC57H90,1105.536239205
AsSugPL,AsSugPL1132,20,24,5,6,AsO14PC59H94,1133.5675393449999
AsSugPL,AsSugPL1160,22,24,5,6,AsO14PC61H98,1161.598839485
AsSugPL,AsSugPL1188,24,24,5,6,AsO14PC63H102,1189.630139625
AsSugPL,AsSugPL990,10,24,6,6,AsO14PC49H72,991.395388575
AsSugPL,AsSugPL1018,12,24,6,6,AsO14PC51H76,1019.426688715
AsSugPL,AsSugPL1046,14,24,6,6,AsO14PC53H80,1047.457988855
AsSugPL,AsSugPL1074,16,24,6,6,AsO14PC55H84,1075.489288995
AsSugPL,AsSugPL1102,18,24,6,6,AsO14PC57H88,1103.520589135
AsSugPL,AsSugPL1130,20,24,6,6,AsO14PC59H92,1131.551889275
AsSugPL,AsSugPL1158,22,24,6,6,AsO14PC61H96,1159.583189415
AsSugPL,AsSugPL1186,24,24,6,6,AsO14PC63H100,1187.614489555
lysoAsSugPL,lysoAsSugPL650,10,NA,0,NA,AsO13PC24H48,651.212673105
lysoAsSugPL,lysoAsSugPL664,11,NA,0,NA,AsO13PC25H50,665.228323175
lysoAsSugPL,lysoAsSugPL678,12,NA,0,NA,AsO13PC26H52,679.243973245
lysoAsSugPL,lysoAsSugPL692,13,NA,0,NA,AsO13PC27H54,693.259623315
lysoAsSugPL,lysoAsSugPL706,14,NA,0,NA,AsO13PC28H56,707.275273385
lysoAsSugPL,lysoAsSugPL720,15,NA,0,NA,AsO13PC29H58,721.290923455
lysoAsSugPL,lysoAsSugPL734,16,NA,0,NA,AsO13PC30H60,735.306573525
lysoAsSugPL,lysoAsSugPL748,17,NA,0,NA,AsO13PC31H62,749.322223595
lysoAsSugPL,lysoAsSugPL762,18,NA,0,NA,AsO13PC32H64,763.337873665
lysoAsSugPL,lysoAsSugPL776,19,NA,0,NA,AsO13PC33H66,777.353523735
lysoAsSugPL,lysoAsSugPL790,20,NA,0,NA,AsO13PC34H68,791.369173805
lysoAsSugPL,lysoAsSugPL804,21,NA,0,NA,AsO13PC35H70,805.384823875
lysoAsSugPL,lysoAsSugPL818,22,NA,0,NA,AsO13PC36H72,819.400473945
lysoAsSugPL,lysoAsSugPL832,23,NA,0,NA,AsO13PC37H74,833.416124015
lysoAsSugPL,lysoAsSugPL846,24,NA,0,NA,AsO13PC38H76,847.431774085
lysoAsSugPL,lysoAsSugPL648,10,NA,1,NA,AsO13PC24H46,649.197023035
lysoAsSugPL,lysoAsSugPL662,11,NA,1,NA,AsO13PC25H48,663.212673105
lysoAsSugPL,lysoAsSugPL676,12,NA,1,NA,AsO13PC26H50,677.228323175
lysoAsSugPL,lysoAsSugPL690,13,NA,1,NA,AsO13PC27H52,691.243973245
lysoAsSugPL,lysoAsSugPL704,14,NA,1,NA,AsO13PC28H54,705.259623315
lysoAsSugPL,lysoAsSugPL718,15,NA,1,NA,AsO13PC29H56,719.275273385
lysoAsSugPL,lysoAsSugPL732,16,NA,1,NA,AsO13PC30H58,733.290923455
lysoAsSugPL,lysoAsSugPL746,17,NA,1,NA,AsO13PC31H60,747.306573525
lysoAsSugPL,lysoAsSugPL760,18,NA,1,NA,AsO13PC32H62,761.322223595
lysoAsSugPL,lysoAsSugPL774,19,NA,1,NA,AsO13PC33H64,775.337873665
lysoAsSugPL,lysoAsSugPL788,20,NA,1,NA,AsO13PC34H66,789.353523735
lysoAsSugPL,lysoAsSugPL802,21,NA,1,NA,AsO13PC35H68,803.369173805
lysoAsSugPL,lysoAsSugPL816,22,NA,1,NA,AsO13PC36H70,817.384823875
lysoAsSugPL,lysoAsSugPL830,23,NA,1,NA,AsO13PC37H72,831.400473945
lysoAsSugPL,lysoAsSugPL844,24,NA,1,NA,AsO13PC38H74,845.416124015
lysoAsSugPL,lysoAsSugPL646,10,NA,2,NA,AsO13PC24H44,647.181372965
lysoAsSugPL,lysoAsSugPL660,11,NA,2,NA,AsO13PC25H46,661.197023035
lysoAsSugPL,lysoAsSugPL674,12,NA,2,NA,AsO13PC26H48,675.212673105
lysoAsSugPL,lysoAsSugPL688,13,NA,2,NA,AsO13PC27H50,689.228323175
lysoAsSugPL,lysoAsSugPL702,14,NA,2,NA,AsO13PC28H52,703.243973245
lysoAsSugPL,lysoAsSugPL716,15,NA,2,NA,AsO13PC29H54,717.259623315
lysoAsSugPL,lysoAsSugPL730,16,NA,2,NA,AsO13PC30H56,731.275273385
lysoAsSugPL,lysoAsSugPL744,17,NA,2,NA,AsO13PC31H58,745.290923455
lysoAsSugPL,lysoAsSugPL758,18,NA,2,NA,AsO13PC32H60,759.306573525
lysoAsSugPL,lysoAsSugPL772,19,NA,2,NA,AsO13PC33H62,773.322223595
lysoAsSugPL,lysoAsSugPL786,20,NA,2,NA,AsO13PC34H64,787.337873665
lysoAsSugPL,lysoAsSugPL800,21,NA,2,NA,AsO13PC35H66,801.353523735
lysoAsSugPL,lysoAsSugPL814,22,NA,2,NA,AsO13PC36H68,815.369173805
lysoAsSugPL,lysoAsSugPL828,23,NA,2,NA,AsO13PC37H70,829.384823875
lysoAsSugPL,lysoAsSugPL842,24,NA,2,NA,AsO13PC38H72,843.400473945
lysoAsSugPL,lysoAsSugPL644,10,NA,3,NA,AsO13PC24H42,645.165722895
lysoAsSugPL,lysoAsSugPL658,11,NA,3,NA,AsO13PC25H44,659.181372965
lysoAsSugPL,lysoAsSugPL672,12,NA,3,NA,AsO13PC26H46,673.197023035
lysoAsSugPL,lysoAsSugPL686,13,NA,3,NA,AsO13PC27H48,687.212673105
lysoAsSugPL,lysoAsSugPL700,14,NA,3,NA,AsO13PC28H50,701.228323175
lysoAsSugPL,lysoAsSugPL714,15,NA,3,NA,AsO13PC29H52,715.243973245
lysoAsSugPL,lysoAsSugPL728,16,NA,3,NA,AsO13PC30H54,729.259623315
lysoAsSugPL,lysoAsSugPL742,17,NA,3,NA,AsO13PC31H56,743.275273385
lysoAsSugPL,lysoAsSugPL756,18,NA,3,NA,AsO13PC32H58,757.290923455
lysoAsSugPL,lysoAsSugPL770,19,NA,3,NA,AsO13PC33H60,771.306573525
lysoAsSugPL,lysoAsSugPL784,20,NA,3,NA,AsO13PC34H62,785.322223595
lysoAsSugPL,lysoAsSugPL798,21,NA,3,NA,AsO13PC35H64,799.337873665
lysoAsSugPL,lysoAsSugPL812,22,NA,3,NA,AsO13PC36H66,813.353523735
lysoAsSugPL,lysoAsSugPL826,23,NA,3,NA,AsO13PC37H68,827.369173805
lysoAsSugPL,lysoAsSugPL840,24,NA,3,NA,AsO13PC38H70,841.384823875
lysoAsSugPL,lysoAsSugPL642,10,NA,4,NA,AsO13PC24H40,643.150072825
lysoAsSugPL,lysoAsSugPL656,11,NA,4,NA,AsO13PC25H42,657.165722895
lysoAsSugPL,lysoAsSugPL670,12,NA,4,NA,AsO13PC26H44,671.181372965
lysoAsSugPL,lysoAsSugPL684,13,NA,4,NA,AsO13PC27H46,685.197023035
lysoAsSugPL,lysoAsSugPL698,14,NA,4,NA,AsO13PC28H48,699.212673105
lysoAsSugPL,lysoAsSugPL712,15,NA,4,NA,AsO13PC29H50,713.228323175
lysoAsSugPL,lysoAsSugPL726,16,NA,4,NA,AsO13PC30H52,727.243973245
lysoAsSugPL,lysoAsSugPL740,17,NA,4,NA,AsO13PC31H54,741.259623315
lysoAsSugPL,lysoAsSugPL754,18,NA,4,NA,AsO13PC32H56,755.275273385
lysoAsSugPL,lysoAsSugPL768,19,NA,4,NA,AsO13PC33H58,769.290923455
lysoAsSugPL,lysoAsSugPL782,20,NA,4,NA,AsO13PC34H60,783.306573525
lysoAsSugPL,lysoAsSugPL796,21,NA,4,NA,AsO13PC35H62,797.322223595
lysoAsSugPL,lysoAsSugPL810,22,NA,4,NA,AsO13PC36H64,811.337873665
lysoAsSugPL,lysoAsSugPL824,23,NA,4,NA,AsO13PC37H66,825.353523735
lysoAsSugPL,lysoAsSugPL838,24,NA,4,NA,AsO13PC38H68,839.369173805
lysoAsSugPL,lysoAsSugPL640,10,NA,5,NA,AsO13PC24H38,641.134422755
lysoAsSugPL,lysoAsSugPL654,11,NA,5,NA,AsO13PC25H40,655.150072825
lysoAsSugPL,lysoAsSugPL668,12,NA,5,NA,AsO13PC26H42,669.165722895
lysoAsSugPL,lysoAsSugPL682,13,NA,5,NA,AsO13PC27H44,683.181372965
lysoAsSugPL,lysoAsSugPL696,14,NA,5,NA,AsO13PC28H46,697.197023035
lysoAsSugPL,lysoAsSugPL710,15,NA,5,NA,AsO13PC29H48,711.212673105
lysoAsSugPL,lysoAsSugPL724,16,NA,5,NA,AsO13PC30H50,725.228323175
lysoAsSugPL,lysoAsSugPL738,17,NA,5,NA,AsO13PC31H52,739.243973245
lysoAsSugPL,lysoAsSugPL752,18,NA,5,NA,AsO13PC32H54,753.259623315
lysoAsSugPL,lysoAsSugPL766,19,NA,5,NA,AsO13PC33H56,767.275273385
lysoAsSugPL,lysoAsSugPL780,20,NA,5,NA,AsO13PC34H58,781.290923455
lysoAsSugPL,lysoAsSugPL794,21,NA,5,NA,AsO13PC35H60,795.306573525
lysoAsSugPL,lysoAsSugPL808,22,NA,5,NA,AsO13PC36H62,809.322223595
lysoAsSugPL,lysoAsSugPL822,23,NA,5,NA,AsO13PC37H64,823.337873665
lysoAsSugPL,lysoAsSugPL836,24,NA,5,NA,AsO13PC38H66,837.353523735
lysoAsSugPL,lysoAsSugPL638,10,NA,6,NA,AsO13PC24H36,639.118772685
lysoAsSugPL,lysoAsSugPL652,11,NA,6,NA,AsO13PC25H38,653.134422755
lysoAsSugPL,lysoAsSugPL666,12,NA,6,NA,AsO13PC26H40,667.150072825
lysoAsSugPL,lysoAsSugPL680,13,NA,6,NA,AsO13PC27H42,681.165722895
lysoAsSugPL,lysoAsSugPL694,14,NA,6,NA,AsO13PC28H44,695.181372965
lysoAsSugPL,lysoAsSugPL708,15,NA,6,NA,AsO13PC29H46,709.197023035
lysoAsSugPL,lysoAsSugPL722,16,NA,6,NA,AsO13PC30H48,723.212673105
lysoAsSugPL,lysoAsSugPL736,17,NA,6,NA,AsO13PC31H50,737.228323175
