sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;658.074;60546.2798120259;658.086;24724.4277346018;658.097;0;658.109;0;658.109;NaN
2;658.12;69593.1906973759;658.132;30236.5257230735;658.143;0;658.155;0;658.155;NaN
3;658.166;57933.9432768561;658.177;22219.7311212357;658.189;0;658.201;0;658.201;NaN
4;658.212;62757.1438882963;658.223;29234.1454819229;658.235;0;658.246;0;658.246;NaN
5;658.258;67079.5047547236;658.269;29133.9118734207;658.281;200.0016000128;658.292;0;658.292;0
6;658.304;61651.6630912044;658.315;25325.6295370915;658.327;0;658.338;0;658.338;NaN
7;658.349;62254.6405270692;658.361;23321.7358578195;658.373;0;658.384;0;658.384;NaN
8;658.395;58034.4076882059;658.407;24123.2548176442;658.418;200.0016000128;658.43;0;658.43;0
9;658.441;56125.7216164208;658.453;29635.0879441258;658.464;100.0004000016;658.476;200.0016000128;658.476;2.000008000064
10;658.487;63460.6824479582;658.499;26127.2768770597;658.51;0;658.522;0;658.522;NaN
11;658.533;63460.6824479582;658.545;27329.8441898553;658.556;0;658.568;0;658.568;NaN
12;658.579;62556.1401257539;658.59;27229.6258329062;658.602;0;658.613;0;658.613;NaN
13;658.625;67783.2860053585;658.636;26127.2768770597;658.648;0;658.659;0;658.659;NaN
14;658.671;62656.64160401;658.682;26628.3325458288;658.694;0;658.705;0;658.705;NaN
15;658.716;61350.1852535006;658.728;23421.922919853;658.74;100.0004000016;658.751;0;658.751;0
16;658.762;58737.681124556;658.774;28532.5270808722;658.785;0;658.797;0;658.797;NaN
17;658.808;67582.2016155555;658.82;27530.2833116428;658.831;0;658.843;0;658.843;NaN
18;658.854;63561.1911808346;658.866;29133.9118734207;658.877;100.0004000016;658.889;0;658.889;0
19;658.9;62154.1422728366;658.911;29835.5639922788;658.923;0;658.935;0;658.935;NaN
20;658.946;65370.4862280828;658.957;25325.6295370915;658.969;0;658.98;0;658.98;NaN
21;658.992;60445.7952581627;659.003;28532.5270808722;659.015;0;659.026;0;659.026;NaN
22;659.037;64867.8780684411;659.049;29133.9118734207;659.061;0;659.072;0;659.072;NaN
23;659.083;60445.7952581627;659.095;22219.7311212357;659.106;100.0004000016;659.118;0;659.118;0
24;659.129;56326.6222468108;659.141;25125.2257266295;659.152;0;659.164;0;659.164;NaN
25;659.175;59943.3845759056;659.187;21919.201220269;659.198;100.0004000016;659.21;0;659.21;0
26;659.221;63661.7007198284;659.232;23622.2994506814;659.244;0;659.256;0;659.256;NaN
27;659.267;64264.7748827995;659.278;27229.6258329062;659.29;200.0016000128;659.301;0;659.301;0
28;659.313;61852.6523459899;659.324;29835.5639922788;659.336;0;659.347;0;659.347;NaN
29;659.358;55623.4841347792;659.37;27329.8441898553;659.382;0;659.393;0;659.393;NaN
30;659.404;66476.2951346972;659.416;26728.5460872212;659.427;0;659.439;0;659.439;NaN
31;659.45;62355.1395872932;659.462;32341.7855869784;659.473;0;659.485;0;659.485;NaN
32;659.496;64164.2605068977;659.508;26227.4864057532;659.519;100.0004000016;659.531;0;659.531;0
33;659.542;69392.077269883;659.554;28933.4470648069;659.565;0;659.577;0;659.577;NaN
34;659.588;67883.8294100424;659.599;25225.4272306485;659.611;0;659.622;0;659.622;NaN
35;659.634;66878.4316556573;659.645;29334.3798932349;659.657;0;659.668;0;659.668;NaN
36;659.68;66375.7630204782;659.691;21919.201220269;659.703;0;659.714;0;659.714;NaN
37;659.726;57230.7149529525;659.737;24223.4482979524;659.749;0;659.76;0;659.76;NaN
38;659.771;58938.6236428079;659.783;26828.7604311822;659.795;0;659.806;0;659.806;NaN
39;659.817;69090.4131787206;659.829;27530.2833116428;659.84;0;659.852;0;659.852;NaN
40;659.863;63762.2110649492;659.875;26928.9755777216;659.886;0;659.898;0;659.898;NaN
41;659.909;58737.681124556;659.921;25626.2412710616;659.932;0;659.944;0;659.944;NaN
42;659.955;59742.4259434492;659.967;27229.6258329062;659.978;0;659.99;0;659.99;NaN
43;660.001;70196.5503409547;660.012;28432.2990917683;660.024;0;660.035;0;660.035;NaN
44;660.047;60847.7383086133;660.058;26327.6967369673;660.07;0;660.081;0;660.081;NaN
45;660.093;57733.0168708705;660.104;26027.0681508769;660.116;0;660.127;0;660.127;NaN
46;660.138;64968.3980878437;660.15;26628.3325458288;660.161;0;660.173;0;660.173;NaN
47;660.184;60646.7651717156;660.196;24423.8376655616;660.207;100.0004000016;660.219;0;660.219;0
48;660.23;58235.3389276679;660.242;26528.1198069954;660.253;100.0004000016;660.265;0;660.265;0
49;660.276;65269.9629836093;660.288;23922.8702639724;660.299;0;660.311;0;660.311;NaN
50;660.322;59842.904856798;660.333;25225.4272306485;660.345;0;660.356;0;660.356;NaN
51;660.368;60847.7383086133;660.379;25826.6531060054;660.391;0;660.402;0;660.402;NaN
52;660.414;64566.3228476556;660.425;28432.2990917683;660.437;100.0004000016;660.448;0;660.448;0
53;660.46;63661.7007198284;660.471;27931.1711870447;660.483;0;660.494;0;660.494;NaN
54;660.505;63963.2341736111;660.517;29033.6790677186;660.528;0;660.54;0;660.54;NaN
55;660.551;72107.3808272592;660.563;24724.4277346018;660.574;0;660.586;0;660.586;NaN
56;660.597;62254.6405270692;660.609;28131.6199408135;660.62;100.0004000016;660.632;0;660.632;0
57;660.643;73817.3181847359;660.655;25926.8602271954;660.666;0;660.678;0;660.678;NaN
58;660.689;66978.9678019669;660.7;27730.7256440136;660.712;100.0004000016;660.724;0;660.724;0
59;660.735;69995.4272328341;660.746;28231.8455217485;660.758;0;660.769;0;660.769;NaN
60;660.781;68587.6558263409;660.792;25125.2257266295;660.804;0;660.815;0;660.815;NaN
61;660.827;55723.9300203653;660.838;29234.1454819229;660.85;0;660.861;0;660.861;NaN
62;660.872;61852.6523459899;660.884;28432.2990917683;660.895;0;660.907;0;660.907;NaN
63;660.918;61048.7146689335;660.93;25225.4272306485;660.941;100.0004000016;660.953;0;660.953;0
64;660.964;59039.0961104362;660.976;25425.8326459683;660.987;0;660.999;0;660.999;NaN
65;661.01;65269.9629836093;661.022;27931.1711870447;661.033;0;661.045;0;661.045;NaN
66;661.056;69090.4131787206;661.067;25826.6531060054;661.079;100.0004000016;661.091;0;661.091;0
67;661.102;54016.4594866532;661.113;23822.6791905894;661.125;100.0004000016;661.136;0;661.136;0
68;661.148;58737.681124556;661.159;24323.6425805883;661.171;0;661.182;0;661.182;NaN
69;661.194;65571.5351359155;661.205;25225.4272306485;661.217;0;661.228;0;661.228;NaN
70;661.239;65873.1145450243;661.251;26928.9755777216;661.262;100.0004000016;661.274;0;661.274;0
71;661.285;77439.1320397387;661.297;32742.827618525;661.308;0;661.32;0;661.32;NaN
72;661.331;65169.4405454181;661.343;28933.4470648069;661.354;0;661.366;0;661.366;NaN
73;661.377;63963.2341736111;661.389;27329.8441898553;661.4;0;661.412;0;661.412;NaN
74;661.423;68989.8600949814;661.434;24123.2548176442;661.446;0;661.458;0;661.458;NaN
75;661.469;70297.1131051468;661.48;27830.9480141918;661.492;0;661.503;0;661.503;NaN
76;661.515;68889.3078178835;661.526;25225.4272306485;661.538;100.0004000016;661.549;0;661.549;0
77;661.561;64968.3980878437;661.572;27630.5040765005;661.584;0;661.595;0;661.595;NaN
78;661.606;63360.1745211896;661.618;28933.4470648069;661.63;0;661.641;0;661.641;NaN
79;661.652;59139.5693837456;661.664;31138.7365883159;661.675;200.0016000128;661.687;0;661.687;0
80;661.698;65370.4862280828;661.71;25926.8602271954;661.721;0;661.733;0;661.733;NaN
81;661.744;67682.7434071994;661.755;26728.5460872212;661.767;0;661.779;0;661.779;NaN
82;661.79;57632.5548762153;661.801;26528.1198069954;661.813;0;661.824;0;661.824;NaN
83;661.836;59541.4705339888;661.847;27329.8441898553;661.859;0;661.87;0;661.87;NaN
84;661.882;62254.6405270692;661.893;21718.8519635043;661.905;0;661.916;0;661.916;NaN
85;661.928;56326.6222468108;661.939;27229.6258329062;661.951;0;661.962;0;661.962;NaN
86;661.973;69090.4131787206;661.985;25125.2257266295;661.997;0;662.008;0;662.008;NaN
87;662.019;59641.9478358493;662.031;25025.025025025;662.042;0;662.054;0;662.054;NaN
88;662.065;58034.4076882059;662.077;23221.549598027;662.088;0;662.1;0;662.1;NaN
89;662.111;64767.3588552821;662.123;25025.025025025;662.134;0;662.146;0;662.146;NaN
90;662.157;62455.6394535182;662.168;27530.2833116428;662.18;0;662.192;0;662.192;NaN
