sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;1422.108;52409.640968907;1422.12;59440.9940378578;1422.131;100.0004000016;1422.143;0;1422.143;0
2;1422.154;56828.8879177976;1422.165;64767.3588552821;1422.177;0;1422.188;0;1422.188;NaN
3;1422.2;52710.9037414721;1422.211;63159.1610859366;1422.223;0;1422.234;0;1422.234;NaN
4;1422.246;48694.6624237518;1422.257;56125.7216164208;1422.269;0;1422.28;0;1422.28;NaN
5;1422.291;50100.2004008016;1422.303;59742.4259434492;1422.314;0;1422.326;0;1422.326;NaN
6;1422.337;48795.0527627819;1422.349;66777.8963157853;1422.36;0;1422.372;0;1422.372;NaN
7;1422.383;52510.0610880405;1422.395;62355.1395872932;1422.406;0;1422.418;0;1422.418;NaN
8;1422.429;52208.8031457558;1422.441;65571.5351359155;1422.452;0;1422.464;0;1422.464;NaN
9;1422.475;52510.0610880405;1422.486;57230.7149529525;1422.498;0;1422.51;0;1422.51;NaN
10;1422.521;50200.6020064209;1422.532;61249.6942527537;1422.544;0;1422.555;0;1422.555;NaN
11;1422.567;48293.1091143725;1422.578;58034.4076882059;1422.59;0;1422.601;0;1422.601;NaN
12;1422.613;49497.8076679519;1422.624;60646.7651717156;1422.636;0;1422.647;0;1422.647;NaN
13;1422.658;48995.8358549322;1422.67;65471.0102788483;1422.682;0;1422.693;0;1422.693;NaN
14;1422.704;50501.811652291;1422.716;60043.8651007815;1422.727;0;1422.739;0;1422.739;NaN
15;1422.75;54016.4594866532;1422.762;61651.6630912044;1422.773;0;1422.785;0;1422.785;NaN
16;1422.796;52208.8031457558;1422.808;57230.7149529525;1422.819;0;1422.831;0;1422.831;NaN
17;1422.842;52811.3262757894;1422.854;61249.6942527537;1422.865;0;1422.877;0;1422.877;NaN
18;1422.888;49497.8076679519;1422.899;59943.3845759056;1422.911;100.0004000016;1422.922;0;1422.922;0
19;1422.934;52811.3262757894;1422.945;56728.433172703;1422.957;0;1422.968;0;1422.968;NaN
20;1422.98;48895.4439065055;1422.991;62556.1401257539;1423.003;0;1423.014;0;1423.014;NaN
21;1423.025;52911.7496151873;1423.037;61048.7146689335;1423.048;0;1423.06;0;1423.06;NaN
22;1423.071;52208.8031457558;1423.083;59440.9940378578;1423.094;100.0004000016;1423.106;0;1423.106;0
23;1423.117;49497.8076679519;1423.129;58134.8729051399;1423.14;0;1423.152;0;1423.152;NaN
24;1423.163;52208.8031457558;1423.175;60847.7383086133;1423.186;0;1423.198;0;1423.198;NaN
25;1423.209;48092.3372875922;1423.221;59742.4259434492;1423.232;0;1423.244;0;1423.244;NaN
26;1423.255;49297.0165285281;1423.266;62355.1395872932;1423.278;0;1423.29;0;1423.29;NaN
27;1423.301;47891.5686793148;1423.312;56728.433172703;1423.324;0;1423.335;0;1423.335;NaN
28;1423.347;52911.7496151873;1423.358;61048.7146689335;1423.37;0;1423.381;0;1423.381;NaN
29;1423.392;51204.6623298021;1423.404;61551.1696727162;1423.416;0;1423.427;0;1423.427;NaN
30;1423.438;51907.5524486736;1423.45;66978.9678019669;1423.461;0;1423.473;0;1423.473;NaN
31;1423.484;57431.6333035317;1423.496;62757.1438882963;1423.507;0;1423.519;0;1423.519;NaN
32;1423.53;53213.0244639615;1423.542;64666.8404483568;1423.553;0;1423.565;0;1423.565;NaN
33;1423.576;49196.6221659339;1423.588;58838.151980851;1423.599;0;1423.611;0;1423.611;NaN
34;1423.622;52911.7496151873;1423.633;63360.1745211896;1423.645;0;1423.656;0;1423.656;NaN
35;1423.668;55723.9300203653;1423.679;59641.9478358493;1423.691;100.0004000016;1423.702;0;1423.702;0
36;1423.714;47891.5686793148;1423.725;61450.6770601515;1423.737;0;1423.748;0;1423.748;NaN
37;1423.759;47289.282164727;1423.771;63058.6555774328;1423.782;0;1423.794;0;1423.794;NaN
38;1423.805;49497.8076679519;1423.817;59240.0434627459;1423.828;0;1423.84;0;1423.84;NaN
39;1423.851;50501.811652291;1423.863;63460.6824479582;1423.874;0;1423.886;0;1423.886;NaN
40;1423.897;51405.4840532773;1423.909;61048.7146689335;1423.92;0;1423.932;0;1423.932;NaN
41;1423.943;50301.0044168691;1423.955;64566.3228476556;1423.966;0;1423.978;0;1423.978;NaN
42;1423.989;52007.9685426946;1424;59440.9940378578;1424.012;0;1424.023;0;1424.023;NaN
43;1424.035;54418.1963224123;1424.046;60445.7952581627;1424.058;0;1424.069;0;1424.069;NaN
44;1424.08;53413.8783887248;1424.092;60546.2798120259;1424.103;0;1424.115;0;1424.115;NaN
45;1424.126;50602.2164772841;1424.138;60144.3464314354;1424.149;100.0004000016;1424.161;0;1424.161;0
46;1424.172;51104.2526754579;1424.184;61450.6770601515;1424.195;100.0004000016;1424.207;0;1424.207;0
47;1424.218;50200.6020064209;1424.23;59139.5693837456;1424.241;0;1424.253;0;1424.253;NaN
48;1424.264;50803.0285418829;1424.276;59039.0961104362;1424.287;0;1424.299;0;1424.299;NaN
49;1424.31;49899.3996040112;1424.321;58637.211073913;1424.333;0;1424.344;0;1424.344;NaN
50;1424.356;50903.435781508;1424.367;62355.1395872932;1424.379;0;1424.39;0;1424.39;NaN
51;1424.401;51706.7226756024;1424.413;56025.2725093309;1424.425;0;1424.436;0;1424.436;NaN
52;1424.447;53413.8783887248;1424.459;60646.7651717156;1424.47;0;1424.482;0;1424.482;NaN
53;1424.493;54619.0695716662;1424.505;63360.1745211896;1424.516;0;1424.528;0;1424.528;NaN
54;1424.539;53313.4510237786;1424.551;61350.1852535006;1424.562;0;1424.574;0;1424.574;NaN
55;1424.585;53614.7355340429;1424.597;60144.3464314354;1424.608;0;1424.62;0;1424.62;NaN
56;1424.631;53313.4510237786;1424.642;61551.1696727162;1424.654;0;1424.665;0;1424.665;NaN
57;1424.677;48192.7227986646;1424.688;57331.1737254839;1424.7;0;1424.711;0;1424.711;NaN
58;1424.723;50100.2004008016;1424.734;58737.681124556;1424.746;0;1424.757;0;1424.757;NaN
59;1424.768;48293.1091143725;1424.78;64365.2900648866;1424.792;0;1424.803;0;1424.803;NaN
60;1424.814;48393.4962347255;1424.826;61450.6770601515;1424.838;0;1424.849;0;1424.849;NaN
61;1424.86;53112.5987092636;1424.872;58235.3389276679;1424.883;0;1424.895;0;1424.895;NaN
62;1424.906;54217.3262941004;1424.918;60445.7952581627;1424.929;0;1424.941;0;1424.941;NaN
63;1424.952;50501.811652291;1424.964;63561.1911808346;1424.975;0;1424.987;0;1424.987;NaN
64;1424.998;51003.8438260298;1425.009;61953.1481823067;1425.021;0;1425.033;0;1425.033;NaN
65;1425.044;54619.0695716662;1425.055;62958.150874998;1425.067;100.0004000016;1425.078;0;1425.078;0
66;1425.09;54920.3854849831;1425.101;60646.7651717156;1425.113;0;1425.124;0;1425.124;NaN
67;1425.136;51505.8961224277;1425.147;61350.1852535006;1425.159;100.0004000016;1425.17;0;1425.17;0
68;1425.181;48895.4439065055;1425.193;61048.7146689335;1425.205;0;1425.216;0;1425.216;NaN
69;1425.227;51907.5524486736;1425.239;57230.7149529525;1425.25;0;1425.262;0;1425.262;NaN
70;1425.273;50100.2004008016;1425.285;61450.6770601515;1425.296;0;1425.308;0;1425.308;NaN
71;1425.319;54016.4594866532;1425.331;58938.6236428079;1425.342;0;1425.354;0;1425.354;NaN
72;1425.365;47289.282164727;1425.376;62656.64160401;1425.388;0;1425.4;0;1425.4;NaN
73;1425.411;51003.8438260298;1425.422;60948.2260858408;1425.434;0;1425.445;0;1425.445;NaN
74;1425.457;53012.1737596755;1425.468;59541.4705339888;1425.48;0;1425.491;0;1425.491;NaN
75;1425.503;54418.1963224123;1425.514;59139.5693837456;1425.526;0;1425.537;0;1425.537;NaN
76;1425.548;48493.8841597332;1425.56;55422.5947796526;1425.571;0;1425.583;0;1425.583;NaN
77;1425.594;47690.8032894631;1425.606;63561.1911808346;1425.617;100.0004000016;1425.629;0;1425.629;0
78;1425.64;49598.2044448007;1425.652;58938.6236428079;1425.663;0;1425.675;0;1425.675;NaN
79;1425.686;46084.7960246854;1425.697;58938.6236428079;1425.709;0;1425.72;0;1425.72;NaN
80;1425.732;54217.3262941004;1425.743;61249.6942527537;1425.755;0;1425.766;0;1425.766;NaN
81;1425.778;52409.640968907;1425.789;64365.2900648866;1425.801;0;1425.812;0;1425.812;NaN
82;1425.824;54819.9460419398;1425.835;66074.1715161165;1425.847;100.0004000016;1425.858;0;1425.858;0
83;1425.869;51706.7226756024;1425.881;58637.211073913;1425.892;100.0004000016;1425.904;0;1425.904;0
84;1425.915;50501.811652291;1425.927;57833.4796710809;1425.938;0;1425.95;0;1425.95;NaN
85;1425.961;52309.2216548153;1425.973;60847.7383086133;1425.984;0;1425.996;0;1425.996;NaN
86;1426.007;55221.7086458555;1426.019;62757.1438882963;1426.03;0;1426.042;0;1426.042;NaN
87;1426.053;47289.282164727;1426.064;58436.2733895444;1426.076;0;1426.088;0;1426.088;NaN
88;1426.099;47188.9038949381;1426.11;62556.1401257539;1426.122;0;1426.133;0;1426.133;NaN
89;1426.145;58335.8057557995;1426.156;62958.150874998;1426.168;0;1426.179;0;1426.179;NaN
90;1426.191;48694.6624237518;1426.202;62154.1422728366;1426.214;0;1426.225;0;1426.225;NaN
91;1426.236;51505.8961224277;1426.248;58737.681124556;1426.259;0;1426.271;0;1426.271;NaN
92;1426.282;52911.7496151873;1426.294;62053.6448245857;1426.305;0;1426.317;0;1426.317;NaN
93;1426.328;50501.811652291;1426.34;60244.8285678772;1426.351;0;1426.363;0;1426.363;NaN
94;1426.374;54217.3262941004;1426.386;61048.7146689335;1426.397;0;1426.409;0;1426.409;NaN
95;1426.42;53313.4510237786;1426.432;59842.904856798;1426.443;100.0004000016;1426.455;0;1426.455;0
96;1426.466;47188.9038949381;1426.477;62053.6448245857;1426.489;100.0004000016;1426.5;0;1426.5;0
97;1426.512;48393.4962347255;1426.523;58637.211073913;1426.535;0;1426.546;0;1426.546;NaN
98;1426.558;49096.2286080718;1426.569;56527.5260988791;1426.581;0;1426.592;0;1426.592;NaN
99;1426.603;51003.8438260298;1426.615;59541.4705339888;1426.626;0;1426.638;0;1426.638;NaN
100;1426.649;51305.072789072;1426.661;62455.6394535182;1426.672;0;1426.684;0;1426.684;NaN
101;1426.695;48393.4962347255;1426.707;57733.0168708705;1426.718;0;1426.73;0;1426.73;NaN
102;1426.741;49497.8076679519;1426.753;58235.3389276679;1426.764;0;1426.776;0;1426.776;NaN
103;1426.787;57029.7998244003;1426.798;57431.6333035317;1426.81;0;1426.821;0;1426.821;NaN
104;1426.833;49999.7996000016;1426.844;59742.4259434492;1426.856;0;1426.867;0;1426.867;NaN
105;1426.879;54819.9460419398;1426.89;61149.2040579013;1426.902;100.0004000016;1426.913;0;1426.913;0
106;1426.924;48895.4439065055;1426.936;59139.5693837456;1426.948;0;1426.959;0;1426.959;NaN
107;1426.97;50803.0285418829;1426.982;61953.1481823067;1426.994;0;1427.005;0;1427.005;NaN
108;1427.016;49096.2286080718;1427.028;59943.3845759056;1427.039;0;1427.051;0;1427.051;NaN
109;1427.062;50602.2164772841;1427.074;57331.1737254839;1427.085;0;1427.097;0;1427.097;NaN
110;1427.108;51305.072789072;1427.119;61450.6770601515;1427.131;0;1427.143;0;1427.143;NaN
