sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;3507.16;56527.5260988791;3507.171;30537.255451651;3507.183;0;3507.194;100.0004000016;3507.194;NaN
2;3507.206;59943.3845759056;3507.217;30737.7459520291;3507.229;0;3507.24;0;3507.24;NaN
3;3507.251;63862.7222162069;3507.263;26828.7604311822;3507.275;100.0004000016;3507.286;0;3507.286;0
4;3507.297;56828.8879177976;3507.309;32041.0124959949;3507.32;100.0004000016;3507.332;0;3507.332;0
5;3507.343;58536.7418289123;3507.355;28833.2158646761;3507.366;0;3507.378;0;3507.378;NaN
6;3507.389;60445.7952581627;3507.401;29234.1454819229;3507.412;0;3507.424;0;3507.424;NaN
7;3507.435;60144.3464314354;3507.446;29434.6151073663;3507.458;0;3507.47;0;3507.47;NaN
8;3507.481;56627.9792330667;3507.492;27830.9480141918;3507.504;0;3507.515;0;3507.515;NaN
9;3507.527;64465.8060531688;3507.538;30236.5257230735;3507.55;0;3507.561;0;3507.561;NaN
10;3507.573;57431.6333035317;3507.584;32241.5270868879;3507.596;100.0004000016;3507.607;0;3507.607;0
11;3507.618;57933.9432768561;3507.63;33745.4889190629;3507.641;200.0016000128;3507.653;0;3507.653;0
12;3507.664;61551.1696727162;3507.676;26928.9755777216;3507.687;100.0004000016;3507.699;0;3507.699;0
13;3507.71;61149.2040579013;3507.722;28332.0719053969;3507.733;0;3507.745;0;3507.745;NaN
14;3507.756;59742.4259434492;3507.767;30036.0432519023;3507.779;0;3507.791;0;3507.791;NaN
15;3507.802;63259.6674005189;3507.813;30036.0432519023;3507.825;0;3507.836;0;3507.836;NaN
16;3507.848;64566.3228476556;3507.859;31439.4879969241;3507.871;200.0016000128;3507.882;0;3507.882;0
17;3507.894;60144.3464314354;3507.905;29534.8511243267;3507.917;0;3507.928;0;3507.928;NaN
18;3507.939;63058.6555774328;3507.951;30437.0114058695;3507.963;0;3507.974;0;3507.974;NaN
19;3507.985;56427.0737701303;3507.997;26327.6967369673;3508.008;0;3508.02;0;3508.02;NaN
20;3508.031;63460.6824479582;3508.043;31840.5011174214;3508.054;0;3508.066;0;3508.066;NaN
21;3508.077;60847.7383086133;3508.089;36051.9147572504;3508.1;0;3508.112;0;3508.112;NaN
22;3508.123;61249.6942527537;3508.134;29334.3798932349;3508.146;0;3508.158;0;3508.158;NaN
23;3508.169;60445.7952581627;3508.18;32442.0448901777;3508.192;0;3508.203;0;3508.203;NaN
24;3508.215;56125.7216164208;3508.226;28933.4470648069;3508.238;100.0004000016;3508.249;0;3508.249;0
25;3508.261;63460.6824479582;3508.272;29033.6790677186;3508.284;100.0004000016;3508.295;0;3508.295;0
26;3508.306;59943.3845759056;3508.318;31639.9929510902;3508.33;0;3508.341;0;3508.341;NaN
27;3508.352;59541.4705339888;3508.364;31038.4877247787;3508.375;0;3508.387;0;3508.387;NaN
28;3508.398;58335.8057557995;3508.41;28933.4470648069;3508.421;100.0004000016;3508.433;0;3508.433;0
29;3508.444;68487.1067757112;3508.456;28933.4470648069;3508.467;0;3508.479;0;3508.479;NaN
30;3508.49;58436.2733895444;3508.502;29735.3255667733;3508.513;0;3508.525;0;3508.525;NaN
31;3508.536;64666.8404483568;3508.547;31339.2367243789;3508.559;0;3508.57;0;3508.57;NaN
32;3508.582;58034.4076882059;3508.593;31238.986254846;3508.605;0;3508.616;0;3508.616;NaN
33;3508.628;59139.5693837456;3508.639;29133.9118734207;3508.651;0;3508.662;0;3508.662;NaN
34;3508.674;62455.6394535182;3508.685;22720.6303323418;3508.697;100.0004000016;3508.708;0;3508.708;0
35;3508.719;62857.6469786224;3508.731;26628.3325458288;3508.743;100.0004000016;3508.754;0;3508.754;0
36;3508.765;63058.6555774328;3508.777;28632.7558727184;3508.788;100.0004000016;3508.8;0;3508.8;0
37;3508.811;58938.6236428079;3508.823;30437.0114058695;3508.834;0;3508.846;0;3508.846;NaN
38;3508.857;65471.0102788483;3508.869;34447.3996218797;3508.88;0;3508.892;0;3508.892;NaN
39;3508.903;58737.681124556;3508.915;28031.3951625821;3508.926;0;3508.938;0;3508.938;NaN
40;3508.949;59139.5693837456;3508.96;25225.4272306485;3508.972;0;3508.983;0;3508.983;NaN
41;3508.995;58335.8057557995;3509.006;27129.408278574;3509.018;0;3509.029;0;3509.029;NaN
42;3509.041;60445.7952581627;3509.052;29835.5639922788;3509.064;0;3509.075;0;3509.075;NaN
43;3509.086;60345.3115101164;3509.098;26828.7604311822;3509.109;0;3509.121;0;3509.121;NaN
44;3509.132;59742.4259434492;3509.144;29434.6151073663;3509.155;0;3509.167;0;3509.167;NaN
45;3509.178;60445.7952581627;3509.19;29234.1454819229;3509.201;0;3509.213;0;3509.213;NaN
46;3509.224;59440.9940378578;3509.236;29234.1454819229;3509.247;0;3509.259;0;3509.259;NaN
47;3509.27;67984.3736212609;3509.281;30036.0432519023;3509.293;0;3509.304;0;3509.304;NaN
48;3509.316;62254.6405270692;3509.327;29334.3798932349;3509.339;0;3509.35;0;3509.35;NaN
49;3509.362;48192.7227986646;3509.373;25826.6531060054;3509.385;0;3509.396;0;3509.396;NaN
50;3509.407;57029.7998244003;3509.419;25425.8326459683;3509.431;0;3509.442;0;3509.442;NaN
51;3509.453;53413.8783887248;3509.465;27630.5040765005;3509.476;0;3509.488;0;3509.488;NaN
52;3509.499;60747.2513372415;3509.511;28031.3951625821;3509.522;0;3509.534;0;3509.534;NaN
53;3509.545;62154.1422728366;3509.557;30837.992406645;3509.568;0;3509.58;0;3509.58;NaN
54;3509.591;62355.1395872932;3509.602;33043.6175751993;3509.614;0;3509.626;0;3509.626;NaN
55;3509.637;62958.150874998;3509.648;31138.7365883159;3509.66;0;3509.671;0;3509.671;NaN
56;3509.683;65772.5872689938;3509.694;29334.3798932349;3509.706;100.0004000016;3509.717;0;3509.717;0
57;3509.729;58335.8057557995;3509.74;28732.9854673165;3509.752;0;3509.763;0;3509.763;NaN
58;3509.774;53213.0244639615;3509.786;35249.6314811254;3509.798;0;3509.809;0;3509.809;NaN
59;3509.82;67883.8294100424;3509.832;34447.3996218797;3509.843;100.0004000016;3509.855;0;3509.855;0
60;3509.866;57130.2569859279;3509.878;29434.6151073663;3509.889;100.0004000016;3509.901;0;3509.901;0
61;3509.912;61350.1852535006;3509.923;31339.2367243789;3509.935;0;3509.947;0;3509.947;NaN
62;3509.958;64465.8060531688;3509.969;29835.5639922788;3509.981;0;3509.993;0;3509.993;NaN
63;3510.004;68788.7563474173;3510.015;32843.0901342561;3510.027;0;3510.038;0;3510.038;NaN
64;3510.05;62254.6405270692;3510.061;27630.5040765005;3510.073;0;3510.084;0;3510.084;NaN
65;3510.095;59842.904856798;3510.107;30637.5003003677;3510.119;0;3510.13;0;3510.13;NaN
66;3510.141;55623.4841347792;3510.153;30737.7459520291;3510.164;0;3510.176;0;3510.176;NaN
67;3510.187;63561.1911808346;3510.199;24423.8376655616;3510.21;100.0004000016;3510.222;0;3510.222;0
68;3510.233;57532.0936871056;3510.245;33645.2191745706;3510.256;0;3510.268;0;3510.268;NaN
69;3510.279;65068.9189134994;3510.29;28632.7558727184;3510.302;100.0004000016;3510.314;0;3510.314;0
70;3510.325;61149.2040579013;3510.336;29735.3255667733;3510.348;100.0004000016;3510.359;0;3510.359;0
71;3510.371;63661.7007198284;3510.382;28732.9854673165;3510.394;0;3510.405;0;3510.405;NaN
72;3510.417;67783.2860053585;3510.428;29835.5639922788;3510.44;0;3510.451;0;3510.451;NaN
73;3510.462;61551.1696727162;3510.474;27129.408278574;3510.485;0;3510.497;0;3510.497;NaN
74;3510.508;57230.7149529525;3510.52;29133.9118734207;3510.531;0;3510.543;0;3510.543;NaN
75;3510.554;56527.5260988791;3510.566;26127.2768770597;3510.577;0;3510.589;0;3510.589;NaN
76;3510.6;55523.0390545449;3510.612;28432.2990917683;3510.623;0;3510.635;0;3510.635;NaN
77;3510.646;59943.3845759056;3510.657;27430.063349431;3510.669;0;3510.681;0;3510.681;NaN
78;3510.692;58737.681124556;3510.703;29735.3255667733;3510.715;0;3510.726;0;3510.726;NaN
79;3510.738;62455.6394535182;3510.749;29534.8511243267;3510.761;0;3510.772;0;3510.772;NaN
80;3510.784;53614.7355340429;3510.795;24724.4277346018;3510.807;0;3510.818;0;3510.818;NaN
81;3510.829;60244.8285678772;3510.841;28732.9854673165;3510.852;100.0004000016;3510.864;0;3510.864;0
82;3510.875;54016.4594866532;3510.887;26327.6967369673;3510.898;0;3510.91;0;3510.91;NaN
83;3510.921;55623.4841347792;3510.933;27029.191526849;3510.944;100.0004000016;3510.956;0;3510.956;0
84;3510.967;59340.5183474468;3510.979;28131.6199408135;3510.99;0;3511.002;0;3511.002;NaN
85;3511.013;53112.5987092636;3511.024;27029.191526849;3511.036;0;3511.048;0;3511.048;NaN
86;3511.059;52911.7496151873;3511.07;28632.7558727184;3511.082;0;3511.093;0;3511.093;NaN
87;3511.105;61953.1481823067;3511.116;31238.986254846;3511.128;0;3511.139;0;3511.139;NaN
88;3511.15;56929.3434683601;3511.162;30437.0114058695;3511.174;0;3511.185;0;3511.185;NaN
89;3511.196;56627.9792330667;3511.208;27029.191526849;3511.22;100.0004000016;3511.231;0;3511.231;0
90;3511.242;64465.8060531688;3511.254;31740.2466327303;3511.265;0;3511.277;0;3511.277;NaN
91;3511.288;64566.3228476556;3511.3;30336.7681630136;3511.311;0;3511.323;0;3511.323;NaN
92;3511.334;63762.2110649492;3511.346;28231.8455217485;3511.357;0;3511.369;0;3511.369;NaN
93;3511.38;74521.477832117;3511.392;31038.4877247787;3511.403;0;3511.415;0;3511.415;NaN
94;3511.426;68788.7563474173;3511.437;33444.6820952793;3511.449;100.0004000016;3511.46;0;3511.46;0
95;3511.472;65068.9189134994;3511.483;32843.0901342561;3511.495;0;3511.506;0;3511.506;NaN
96;3511.518;50702.6221071449;3511.529;27830.9480141918;3511.541;0;3511.552;0;3511.552;NaN
97;3511.563;70397.6766761065;3511.575;25125.2257266295;3511.586;0;3511.598;0;3511.598;NaN
98;3511.609;59742.4259434492;3511.621;28031.3951625821;3511.632;200.0016000128;3511.644;0;3511.644;0
99;3511.655;66677.361782341;3511.667;26628.3325458288;3511.678;100.0004000016;3511.69;0;3511.69;0
100;3511.701;59742.4259434492;3511.713;26628.3325458288;3511.724;100.0004000016;3511.736;0;3511.736;0
101;3511.747;58737.681124556;3511.758;27530.2833116428;3511.77;100.0004000016;3511.782;0;3511.782;0
102;3511.793;58838.151980851;3511.804;28833.2158646761;3511.816;0;3511.827;0;3511.827;NaN
103;3511.839;69190.9670691107;3511.85;28833.2158646761;3511.862;200.0016000128;3511.873;0;3511.873;0
104;3511.885;63561.1911808346;3511.896;30136.2840860396;3511.908;0;3511.919;0;3511.919;NaN
105;3511.93;67180.0425139374;3511.942;34046.302972042;3511.953;0;3511.965;0;3511.965;NaN
106;3511.976;66576.8280553149;3511.988;28732.9854673165;3511.999;0;3512.011;0;3512.011;NaN
107;3512.022;56226.1715289109;3512.034;27530.2833116428;3512.045;0;3512.057;0;3512.057;NaN
108;3512.068;63058.6555774328;3512.079;30036.0432519023;3512.091;0;3512.103;0;3512.103;NaN
109;3512.114;61953.1481823067;3512.125;29434.6151073663;3512.137;0;3512.148;0;3512.148;NaN
110;3512.16;55422.5947796526;3512.171;23822.6791905894;3512.183;0;3512.194;0;3512.194;NaN
111;3512.206;54016.4594866532;3512.217;25826.6531060054;3512.229;0;3512.24;0;3512.24;NaN
112;3512.251;56828.8879177976;3512.263;29735.3255667733;3512.274;0;3512.286;0;3512.286;NaN
113;3512.297;54819.9460419398;3512.309;25025.025025025;3512.32;0;3512.332;100.0004000016;3512.332;NaN
114;3512.343;55020.8257333103;3512.355;25225.4272306485;3512.366;0;3512.378;0;3512.378;NaN
115;3512.389;58838.151980851;3512.401;28432.2990917683;3512.412;0;3512.424;0;3512.424;NaN
116;3512.435;55523.0390545449;3512.446;26027.0681508769;3512.458;0;3512.47;0;3512.47;NaN
117;3512.481;55422.5947796526;3512.492;29334.3798932349;3512.504;0;3512.515;0;3512.515;NaN
118;3512.527;60948.2260858408;3512.538;28632.7558727184;3512.55;0;3512.561;0;3512.561;NaN
119;3512.573;51606.3089965329;3512.584;27329.8441898553;3512.596;0;3512.607;0;3512.607;NaN
120;3512.618;54719.5074041707;3512.63;27530.2833116428;3512.641;100.0004000016;3512.653;0;3512.653;0
121;3512.664;60847.7383086133;3512.676;28532.5270808722;3512.687;0;3512.699;0;3512.699;NaN
