sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;5178.946;75125.0747238727;5178.957;68688.205683573;5178.969;0;5178.98;0;5178.98;NaN
2;5178.992;68487.1067757112;5179.003;67783.2860053585;5179.015;100.0004000016;5179.026;0;5179.026;0
3;5179.038;70598.8062383673;5179.049;72912.0281779415;5179.061;0;5179.072;0;5179.072;NaN
4;5179.083;69392.077269883;5179.095;73414.9589999519;5179.107;0;5179.118;0;5179.118;NaN
5;5179.129;71202.2142885796;5179.141;69190.9670691107;5179.153;0;5179.164;0;5179.164;NaN
6;5179.175;71906.2270592058;5179.187;69190.9670691107;5179.198;0;5179.21;0;5179.21;NaN
7;5179.221;71604.502459023;5179.233;75125.0747238727;5179.244;0;5179.256;0;5179.256;NaN
8;5179.267;77539.7529160163;5179.279;70900.5066327574;5179.29;0;5179.302;0;5179.302;NaN
9;5179.313;72811.4444346382;5179.325;72610.2793690528;5179.336;0;5179.348;0;5179.348;NaN
10;5179.359;73314.3712214515;5179.37;70297.1131051468;5179.382;0;5179.393;0;5179.393;NaN
11;5179.405;75728.7006760416;5179.416;75225.6770310933;5179.428;0;5179.439;0;5179.439;NaN
12;5179.451;75125.0747238727;5179.462;76734.808514053;5179.474;0;5179.485;0;5179.485;NaN
13;5179.497;74018.5026197335;5179.508;72710.8614983452;5179.52;0;5179.531;0;5179.531;NaN
14;5179.542;70799.9390278146;5179.554;69090.4131787206;5179.565;0;5179.577;0;5179.577;NaN
15;5179.588;80458.109615647;5179.6;71906.2270592058;5179.611;0;5179.623;0;5179.623;NaN
16;5179.634;71604.502459023;5179.646;69693.7486211668;5179.657;0;5179.669;0;5179.669;NaN
17;5179.68;69693.7486211668;5179.692;73012.6127282647;5179.703;100.0004000016;5179.715;0;5179.715;0
18;5179.726;72308.5378230818;5179.737;70900.5066327574;5179.749;0;5179.761;0;5179.761;NaN
19;5179.772;72006.8035397662;5179.783;76533.5804876483;5179.795;0;5179.806;0;5179.806;NaN
20;5179.818;73113.1980856177;5179.829;72308.5378230818;5179.841;0;5179.852;0;5179.852;NaN
21;5179.864;71503.9292060958;5179.875;73917.9099986761;5179.887;0;5179.898;0;5179.898;NaN
