sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;3959.843;61551.1696727162;3959.854;74722.6735672303;3959.866;0;3959.877;0;3959.877;NaN
2;3959.889;64063.7469371714;3959.9;77137.2742556103;3959.912;0;3959.923;0;3959.923;NaN
3;3959.934;59943.3845759056;3959.946;77841.6203896896;3959.958;0;3959.969;0;3959.969;NaN
4;3959.98;61450.6770601515;3959.992;80256.8218298555;3960.003;0;3960.015;0;3960.015;NaN
5;3960.026;67280.5810796177;3960.038;77338.5119709183;3960.049;100.0004000016;3960.061;0;3960.061;0
6;3960.072;65068.9189134994;3960.084;80860.6948802941;3960.095;0;3960.107;0;3960.107;NaN
7;3960.118;60747.2513372415;3960.129;83175.8109892403;3960.141;0;3960.153;0;3960.153;NaN
8;3960.164;63058.6555774328;3960.175;78847.8977906538;3960.187;0;3960.198;0;3960.198;NaN
9;3960.21;62053.6448245857;3960.221;75929.915784997;3960.233;100.0004000016;3960.244;0;3960.244;0
10;3960.256;66275.2317126482;3960.267;80458.109615647;3960.279;200.0016000128;3960.29;0;3960.29;0
11;3960.302;65370.4862280828;3960.313;75929.915784997;3960.325;0;3960.336;0;3960.336;NaN
12;3960.347;64767.3588552821;3960.359;81061.9923593053;3960.37;0;3960.382;0;3960.382;NaN
13;3960.393;60244.8285678772;3960.405;84987.9391377989;3960.416;0;3960.428;0;3960.428;NaN
14;3960.439;60847.7383086133;3960.451;74119.0960479176;3960.462;0;3960.474;0;3960.474;NaN
15;3960.485;60445.7952581627;3960.497;77237.8927095454;3960.508;0;3960.52;0;3960.52;NaN
16;3960.531;62254.6405270692;3960.542;84283.191523519;3960.554;0;3960.565;0;3960.565;NaN
17;3960.577;65772.5872689938;3960.588;80760.047352475;3960.6;0;3960.611;0;3960.611;NaN
18;3960.623;70498.2410538434;3960.634;80961.3432159009;3960.646;0;3960.657;0;3960.657;NaN
19;3960.668;63259.6674005189;3960.68;79451.7029950884;3960.692;0;3960.703;0;3960.703;NaN
20;3960.714;54920.3854849831;3960.726;76231.74450329;3960.737;0;3960.749;0;3960.749;NaN
21;3960.76;61048.7146689335;3960.772;78948.529972353;3960.783;100.0004000016;3960.795;0;3960.795;0
22;3960.806;63963.2341736111;3960.818;72509.6980467512;3960.829;0;3960.841;0;3960.841;NaN
23;3960.852;60646.7651717156;3960.864;75929.915784997;3960.875;0;3960.887;0;3960.887;NaN
24;3960.898;59742.4259434492;3960.909;73012.6127282647;3960.921;0;3960.933;0;3960.933;NaN
25;3960.944;62455.6394535182;3960.955;76131.134123198;3960.967;0;3960.978;0;3960.978;NaN
26;3960.99;65772.5872689938;3961.001;83276.4779066501;3961.013;0;3961.024;0;3961.024;NaN
27;3961.036;70799.9390278146;3961.047;77338.5119709183;3961.059;0;3961.07;0;3961.07;NaN
28;3961.081;61149.2040579013;3961.093;80760.047352475;3961.105;100.0004000016;3961.116;0;3961.116;0
29;3961.127;67783.2860053585;3961.139;85793.4134740814;3961.15;0;3961.162;0;3961.162;NaN
30;3961.173;65370.4862280828;3961.185;76231.74450329;3961.196;0;3961.208;0;3961.208;NaN
31;3961.219;59641.9478358493;3961.231;80558.7547201612;3961.242;200.0016000128;3961.254;0;3961.254;0
32;3961.265;61752.1573156257;3961.276;74923.872531123;3961.288;100.0004000016;3961.3;0;3961.3;0
33;3961.311;59340.5183474468;3961.322;76432.9676855054;3961.334;0;3961.345;0;3961.345;NaN
34;3961.357;57431.6333035317;3961.368;77539.7529160163;3961.38;0;3961.391;0;3961.391;NaN
35;3961.403;62355.1395872932;3961.414;81967.871002436;3961.426;0;3961.437;0;3961.437;NaN
36;3961.448;66275.2317126482;3961.46;77036.6566091032;3961.472;0;3961.483;0;3961.483;NaN
37;3961.494;64666.8404483568;3961.506;79351.066775277;3961.517;0;3961.529;0;3961.529;NaN
38;3961.54;62053.6448245857;3961.552;77237.8927095454;3961.563;0;3961.575;0;3961.575;NaN
39;3961.586;61852.6523459899;3961.598;75728.7006760416;3961.609;400.006400102402;3961.621;0;3961.621;0
40;3961.632;60546.2798120259;3961.643;77942.2444958932;3961.655;0;3961.667;0;3961.667;NaN
41;3961.678;63862.7222162069;3961.689;82370.5047375581;3961.701;0;3961.712;0;3961.712;NaN
42;3961.724;66074.1715161165;3961.735;79149.7967585701;3961.747;0;3961.758;0;3961.758;NaN
43;3961.77;63058.6555774328;3961.781;77036.6566091032;3961.793;0;3961.804;0;3961.804;NaN
44;3961.816;60646.7651717156;3961.827;80558.7547201612;3961.839;0;3961.85;0;3961.85;NaN
45;3961.861;59641.9478358493;3961.873;79854.2559509478;3961.884;0;3961.896;0;3961.896;NaN
46;3961.907;62455.6394535182;3961.919;84887.2584827055;3961.93;0;3961.942;0;3961.942;NaN
47;3961.953;56828.8879177976;3961.965;77439.1320397387;3961.976;0;3961.988;0;3961.988;NaN
48;3961.999;61852.6523459899;3962.011;70397.6766761065;3962.022;0;3962.034;0;3962.034;NaN
49;3962.045;62857.6469786224;3962.056;80055.5372749817;3962.068;0;3962.08;0;3962.08;NaN
50;3962.091;60646.7651717156;3962.102;78646.6358500257;3962.114;0;3962.125;0;3962.125;NaN
