sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;3318.436;6501.69043951427;3318.447;0;3318.459;100.0004000016;3318.471;0;3318.471;0
2;3318.482;8602.95941803981;3318.493;100.0004000016;3318.505;100.0004000016;3318.516;0;3318.516;0
3;3318.528;9203.38684635946;3318.539;0;3318.551;100.0004000016;3318.562;0;3318.562;0
4;3318.574;8202.69048247825;3318.585;100.0004000016;3318.597;100.0004000016;3318.608;0;3318.608;0
5;3318.619;8202.69048247825;3318.631;0;3318.642;0;3318.654;0;3318.654;NaN
6;3318.665;8202.69048247825;3318.677;100.0004000016;3318.688;0;3318.7;0;3318.7;NaN
7;3318.711;7702.37233067785;3318.723;100.0004000016;3318.734;0;3318.746;0;3318.746;NaN
8;3318.757;7602.31110257518;3318.768;200.0016000128;3318.78;0;3318.792;0;3318.792;NaN
9;3318.803;8703.02865397158;3318.814;0;3318.826;200.0016000128;3318.837;0;3318.837;0
10;3318.849;6001.44034568296;3318.86;0;3318.872;0;3318.883;0;3318.883;NaN
11;3318.895;7402.19104855037;3318.906;100.0004000016;3318.918;0;3318.929;0;3318.929;NaN
12;3318.94;6701.7960813498;3318.952;0;3318.964;0;3318.975;0;3318.975;NaN
13;3318.986;7902.49718911176;3318.998;0;3319.009;0;3319.021;0;3319.021;NaN
14;3319.032;6301.58800017604;3319.044;0;3319.055;0;3319.067;0;3319.067;NaN
15;3319.078;7702.37233067785;3319.09;200.0016000128;3319.101;0;3319.113;0;3319.113;NaN
16;3319.124;7502.25067520256;3319.135;100.0004000016;3319.147;100.0004000016;3319.159;0;3319.159;0
17;3319.17;8402.82334864514;3319.181;100.0004000016;3319.193;0;3319.204;0;3319.204;NaN
18;3319.216;8903.16952835209;3319.227;100.0004000016;3319.239;100.0004000016;3319.25;0;3319.25;0
19;3319.262;9403.53572943427;3319.273;100.0004000016;3319.285;0;3319.296;0;3319.296;NaN
20;3319.307;8602.95941803981;3319.319;100.0004000016;3319.331;0;3319.342;0;3319.342;NaN
21;3319.353;6701.7960813498;3319.365;100.0004000016;3319.376;0;3319.388;0;3319.388;NaN
22;3319.399;6301.58800017604;3319.411;200.0016000128;3319.422;0;3319.434;0;3319.434;NaN
23;3319.445;8302.75651516303;3319.457;0;3319.468;0;3319.48;0;3319.48;NaN
24;3319.491;8102.62525058119;3319.503;0;3319.514;100.0004000016;3319.526;0;3319.526;0
25;3319.537;6501.69043951427;3319.548;100.0004000016;3319.56;0;3319.571;0;3319.571;NaN
26;3319.583;9203.38684635946;3319.594;100.0004000016;3319.606;0;3319.617;0;3319.617;NaN
27;3319.629;11305.1099096792;3319.64;0;3319.652;200.0016000128;3319.663;0;3319.663;0
28;3319.674;7902.49718911176;3319.686;100.0004000016;3319.698;0;3319.709;0;3319.709;NaN
29;3319.72;8002.56081946223;3319.732;100.0004000016;3319.743;100.0004000016;3319.755;0;3319.755;0
30;3319.766;8602.95941803981;3319.778;0;3319.789;0;3319.801;0;3319.801;NaN
31;3319.812;8302.75651516303;3319.824;100.0004000016;3319.835;0;3319.847;0;3319.847;NaN
32;3319.858;8402.82334864514;3319.87;100.0004000016;3319.881;100.0004000016;3319.893;0;3319.893;0
