sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;7186.229;80458.109615647;7186.241;75628.0943325068;7186.252;0;7186.264;0;7186.264;NaN
2;7186.275;78747.266416548;7186.287;78747.266416548;7186.298;0;7186.31;0;7186.31;NaN
3;7186.321;81263.2930695453;7186.333;77841.6203896896;7186.344;0;7186.356;100.0004000016;7186.356;NaN
4;7186.367;86800.3291388203;7186.378;81464.597011092;7186.39;0;7186.401;0;7186.401;NaN
5;7186.413;79351.066775277;7186.424;79250.4313631074;7186.436;0;7186.447;0;7186.447;NaN
6;7186.459;78143.4951308277;7186.47;82471.1651911485;7186.482;0;7186.493;0;7186.493;NaN
7;7186.504;86901.0251511235;7186.516;77237.8927095454;7186.528;100.0004000016;7186.539;0;7186.539;0
8;7186.55;79049.1629616551;7186.562;79652.977857676;7186.573;0;7186.585;0;7186.585;NaN
9;7186.596;80357.4653188817;7186.608;73213.78425001;7186.619;0;7186.631;0;7186.631;NaN
10;7186.642;75527.4887962543;7186.654;78143.4951308277;7186.665;0;7186.677;0;7186.677;NaN
11;7186.688;81867.2145884166;7186.699;75426.8840672744;7186.711;0;7186.722;0;7186.722;NaN
12;7186.734;75628.0943325068;7186.745;72610.2793690528;7186.757;0;7186.768;0;7186.768;NaN
13;7186.78;76936.0397700144;7186.791;76131.134123198;7186.803;0;7186.814;0;7186.814;NaN
14;7186.825;74823.2726455744;7186.837;70397.6766761065;7186.849;0;7186.86;0;7186.86;NaN
15;7186.871;79954.8962091147;7186.883;76936.0397700144;7186.894;0;7186.906;0;7186.906;NaN
16;7186.917;81363.9446364005;7186.929;78646.6358500257;7186.94;0;7186.952;0;7186.952;NaN
17;7186.963;78042.8694096027;7186.975;79753.6165004715;7186.986;0;7186.998;0;7186.998;NaN
18;7187.009;83477.8141655429;7187.02;80156.1791485588;7187.032;0;7187.044;0;7187.044;NaN
19;7187.055;81263.2930695453;7187.066;84182.5165254594;7187.078;0;7187.089;0;7187.089;NaN
20;7187.101;82169.1862541687;7187.112;76131.134123198;7187.124;0;7187.135;0;7187.135;NaN
21;7187.146;80659.4006324339;7187.158;76231.74450329;7187.17;0;7187.181;0;7187.181;NaN
22;7187.192;79351.066775277;7187.204;75829.3078268684;7187.215;0;7187.227;0;7187.227;NaN
23;7187.238;79954.8962091147;7187.25;73414.9589999519;7187.261;0;7187.273;0;7187.273;NaN
24;7187.284;74320.2853257054;7187.296;68185.4644633403;7187.307;0;7187.319;0;7187.319;NaN
25;7187.33;83276.4779066501;7187.341;79451.7029950884;7187.353;0;7187.365;0;7187.365;NaN
26;7187.376;78948.529972353;7187.387;81263.2930695453;7187.399;0;7187.41;0;7187.41;NaN
27;7187.422;76634.1940971609;7187.433;75426.8840672744;7187.445;0;7187.456;0;7187.456;NaN
28;7187.468;78344.7489958631;7187.479;81061.9923593053;7187.491;0;7187.502;0;7187.502;NaN
29;7187.513;82773.1513996187;7187.525;76936.0397700144;7187.537;0;7187.548;0;7187.548;NaN
