sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;1006.301;76533.5804876483;1006.313;89922.281456741;1006.325;0;1006.336;0;1006.336;NaN
2;1006.347;77237.8927095454;1006.359;89217.2565643428;1006.37;0;1006.382;0;1006.382;NaN
3;1006.393;76030.5245504369;1006.405;86095.4796862833;1006.416;0;1006.428;0;1006.428;NaN
4;1006.439;78445.377139693;1006.451;90526.6200451228;1006.462;0;1006.474;0;1006.474;NaN
5;1006.485;81263.2930695453;1006.497;87303.8172841488;1006.508;0;1006.52;0;1006.52;NaN
6;1006.531;78042.8694096027;1006.542;86095.4796862833;1006.554;0;1006.565;0;1006.565;NaN
7;1006.577;77036.6566091032;1006.588;86498.2459520426;1006.6;0;1006.611;0;1006.611;NaN
8;1006.623;77640.3745997609;1006.634;86800.3291388203;1006.646;0;1006.657;0;1006.657;NaN
9;1006.668;78948.529972353;1006.68;81061.9923593053;1006.692;0;1006.703;0;1006.703;NaN
10;1006.714;82370.5047375581;1006.726;85189.3028725552;1006.737;0;1006.749;0;1006.749;NaN
11;1006.76;83377.145632081;1006.772;89922.281456741;1006.783;0;1006.795;0;1006.795;NaN
12;1006.806;79753.6165004715;1006.818;83377.145632081;1006.829;0;1006.841;0;1006.841;NaN
13;1006.852;76231.74450329;1006.864;91735.3845659732;1006.875;0;1006.887;0;1006.887;NaN
14;1006.898;80760.047352475;1006.909;85289.9859522376;1006.921;0;1006.933;0;1006.933;NaN
15;1006.944;79351.066775277;1006.955;80659.4006324339;1006.967;0;1006.978;0;1006.978;NaN
16;1006.99;75125.0747238727;1007.001;84987.9391377989;1007.013;0;1007.024;0;1007.024;NaN
17;1007.036;73113.1980856177;1007.047;83477.8141655429;1007.059;100.0004000016;1007.07;0;1007.07;0
18;1007.081;75326.2801455572;1007.093;81565.2501936297;1007.105;0;1007.116;0;1007.116;NaN
19;1007.127;83779.8246142115;1007.139;87102.4196008542;1007.15;0;1007.162;0;1007.162;NaN
20;1007.173;82269.8450919014;1007.185;87203.1180383011;1007.196;0;1007.208;0;1007.208;NaN
21;1007.219;66375.7630204782;1007.231;85793.4134740814;1007.242;0;1007.254;0;1007.254;NaN
22;1007.265;72207.9589216945;1007.277;90526.6200451228;1007.288;0;1007.3;0;1007.3;NaN
23;1007.311;82370.5047375581;1007.322;83075.144879842;1007.334;0;1007.346;0;1007.346;NaN
24;1007.357;76131.134123198;1007.368;90224.4471118141;1007.38;200.0016000128;1007.391;0;1007.391;0
25;1007.403;80760.047352475;1007.414;79149.7967585701;1007.426;0;1007.437;0;1007.437;NaN
26;1007.449;79753.6165004715;1007.46;90425.8949253108;1007.472;0;1007.483;0;1007.483;NaN
27;1007.494;84182.5165254594;1007.506;91433.1825170923;1007.518;0;1007.529;0;1007.529;NaN
28;1007.54;81162.6423105168;1007.552;78344.7489958631;1007.564;100.0004000016;1007.575;0;1007.575;0
29;1007.586;80458.109615647;1007.598;95966.977722812;1007.61;0;1007.621;0;1007.621;NaN
30;1007.632;76734.808514053;1007.644;85088.6206010789;1007.655;0;1007.667;0;1007.667;NaN
31;1007.678;80558.7547201612;1007.69;86901.0251511235;1007.701;0;1007.713;0;1007.713;NaN
32;1007.724;74320.2853257054;1007.736;92843.5210278029;1007.747;0;1007.759;0;1007.759;NaN
33;1007.77;79049.1629616551;1007.782;92440.5509898466;1007.793;0;1007.805;0;1007.805;NaN
34;1007.816;79854.2559509478;1007.828;90929.5286116888;1007.839;0;1007.851;0;1007.851;NaN
35;1007.862;78747.266416548;1007.873;79250.4313631074;1007.885;100.0004000016;1007.896;0;1007.896;0
36;1007.908;78042.8694096027;1007.919;82571.8264526822;1007.931;0;1007.942;0;1007.942;NaN
37;1007.954;73314.3712214515;1007.965;85894.1014032046;1007.977;100.0004000016;1007.988;0;1007.988;0
38;1008;74119.0960479176;1008.011;86901.0251511235;1008.023;0;1008.034;0;1008.034;NaN
39;1008.045;82068.5282243501;1008.057;88814.4029865725;1008.068;0;1008.08;0;1008.08;NaN
40;1008.091;74823.2726455744;1008.103;88814.4029865725;1008.114;0;1008.126;0;1008.126;NaN
41;1008.137;82974.4795784455;1008.149;89317.9719802497;1008.16;0;1008.172;0;1008.172;NaN
42;1008.183;80055.5372749817;1008.194;87001.7219717982;1008.206;100.0004000016;1008.218;0;1008.218;0
43;1008.229;82068.5282243501;1008.24;85592.0400406186;1008.252;100.0004000016;1008.264;0;1008.264;0
44;1008.275;78244.1216595779;1008.286;89317.9719802497;1008.298;100.0004000016;1008.309;0;1008.309;0
45;1008.321;77439.1320397387;1008.332;92944.2655596329;1008.344;0;1008.355;0;1008.355;NaN
46;1008.367;79250.4313631074;1008.378;85289.9859522376;1008.39;0;1008.401;0;1008.401;NaN
47;1008.412;84987.9391377989;1008.424;89116.5419570314;1008.436;0;1008.447;0;1008.447;NaN
48;1008.458;83175.8109892403;1008.47;90627.3459736568;1008.481;0;1008.493;0;1008.493;NaN
49;1008.504;79250.4313631074;1008.516;81464.597011092;1008.527;0;1008.539;0;1008.539;NaN
50;1008.55;76432.9676855054;1008.562;90123.7244181099;1008.573;0;1008.585;0;1008.585;NaN
51;1008.596;77137.2742556103;1008.607;86800.3291388203;1008.619;0;1008.63;0;1008.63;NaN
52;1008.642;76231.74450329;1008.653;82873.815085041;1008.665;0;1008.676;0;1008.676;NaN
53;1008.688;69291.5217661617;1008.699;86196.1700402583;1008.711;0;1008.722;0;1008.722;NaN
54;1008.733;78244.1216595779;1008.745;85994.790140602;1008.757;200.0016000128;1008.768;0;1008.768;0
55;1008.779;72912.0281779415;1008.791;89015.8281583057;1008.802;0;1008.814;0;1008.814;NaN
56;1008.825;78244.1216595779;1008.837;81766.5589822822;1008.848;0;1008.86;0;1008.86;NaN
57;1008.871;75426.8840672744;1008.883;85289.9859522376;1008.894;0;1008.906;0;1008.906;NaN
58;1008.917;78244.1216595779;1008.928;88210.1468764175;1008.94;0;1008.952;0;1008.952;NaN
59;1008.963;74018.5026197335;1008.974;88310.854206808;1008.986;0;1008.997;0;1008.997;NaN
60;1009.009;77137.2742556103;1009.02;86196.1700402583;1009.032;0;1009.043;0;1009.043;NaN
