sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;6457.712;58335.8057557995;6457.723;76734.808514053;6457.735;0;6457.746;0;6457.746;NaN
2;6457.758;60445.7952581627;6457.769;72107.3808272592;6457.781;0;6457.792;0;6457.792;NaN
3;6457.804;53916.0272907297;6457.815;71302.7851208838;6457.827;0;6457.838;0;6457.838;NaN
4;6457.849;56125.7216164208;6457.861;78948.529972353;6457.872;0;6457.884;0;6457.884;NaN
5;6457.895;61852.6523459899;6457.907;81061.9923593053;6457.918;0;6457.93;0;6457.93;NaN
6;6457.941;61249.6942527537;6457.953;75527.4887962543;6457.964;0;6457.976;0;6457.976;NaN
7;6457.987;62355.1395872932;6457.999;80256.8218298555;6458.01;0;6458.022;0;6458.022;NaN
8;6458.033;59039.0961104362;6458.044;80558.7547201612;6458.056;0;6458.068;0;6458.068;NaN
9;6458.079;57230.7149529525;6458.09;76030.5245504369;6458.102;0;6458.113;0;6458.113;NaN
10;6458.125;57632.5548762153;6458.136;79552.3400225515;6458.148;0;6458.159;0;6458.159;NaN
11;6458.17;63762.2110649492;6458.182;78244.1216595779;6458.194;0;6458.205;0;6458.205;NaN
12;6458.216;57431.6333035317;6458.228;78244.1216595779;6458.239;100.0004000016;6458.251;0;6458.251;0
13;6458.262;58134.8729051399;6458.274;69995.4272328341;6458.285;0;6458.297;0;6458.297;NaN
14;6458.308;58436.2733895444;6458.32;78143.4951308277;6458.331;100.0004000016;6458.343;0;6458.343;0
15;6458.354;58436.2733895444;6458.366;77640.3745997609;6458.377;100.0004000016;6458.389;0;6458.389;0
16;6458.4;64465.8060531688;6458.411;78445.377139693;6458.423;100.0004000016;6458.434;0;6458.434;0
17;6458.446;59440.9940378578;6458.457;77137.2742556103;6458.469;0;6458.48;0;6458.48;NaN
18;6458.492;61350.1852535006;6458.503;80357.4653188817;6458.515;0;6458.526;0;6458.526;NaN
19;6458.537;61651.6630912044;6458.549;72912.0281779415;6458.561;0;6458.572;0;6458.572;NaN
20;6458.583;66476.2951346972;6458.595;82974.4795784455;6458.606;0;6458.618;0;6458.618;NaN
21;6458.629;60244.8285678772;6458.641;74923.872531123;6458.652;0;6458.664;0;6458.664;NaN
22;6458.675;65269.9629836093;6458.687;70598.8062383673;6458.698;0;6458.71;0;6458.71;NaN
23;6458.721;62958.150874998;6458.732;70900.5066327574;6458.744;0;6458.756;0;6458.756;NaN
24;6458.767;57331.1737254839;6458.778;78244.1216595779;6458.79;0;6458.801;0;6458.801;NaN
25;6458.813;58335.8057557995;6458.824;71805.6513855683;6458.836;100.0004000016;6458.847;0;6458.847;0
26;6458.859;62556.1401257539;6458.87;77036.6566091032;6458.882;0;6458.893;0;6458.893;NaN
27;6458.904;59240.0434627459;6458.916;64566.3228476556;6458.928;300.003600043201;6458.939;0;6458.939;0
28;6458.95;64968.3980878437;6458.962;78747.266416548;6458.973;0;6458.985;0;6458.985;NaN
29;6458.996;61149.2040579013;6459.008;76231.74450329;6459.019;0;6459.031;0;6459.031;NaN
30;6459.042;58838.151980851;6459.054;75929.915784997;6459.065;0;6459.077;0;6459.077;NaN
31;6459.088;59139.5693837456;6459.1;71001.0750445261;6459.111;0;6459.123;0;6459.123;NaN
32;6459.134;59340.5183474468;6459.145;77036.6566091032;6459.157;0;6459.168;0;6459.168;NaN
33;6459.18;60646.7651717156;6459.191;75527.4887962543;6459.203;0;6459.214;0;6459.214;NaN
34;6459.226;61852.6523459899;6459.237;81061.9923593053;6459.249;0;6459.26;0;6459.26;NaN
35;6459.272;61651.6630912044;6459.283;77036.6566091032;6459.295;0;6459.306;0;6459.306;NaN
36;6459.318;58134.8729051399;6459.329;72308.5378230818;6459.341;0;6459.352;0;6459.352;NaN
37;6459.363;58637.211073913;6459.375;75929.915784997;6459.386;100.0004000016;6459.398;0;6459.398;0
38;6459.409;60546.2798120259;6459.421;75728.7006760416;6459.432;0;6459.444;0;6459.444;NaN
39;6459.455;63963.2341736111;6459.467;76936.0397700144;6459.478;100.0004000016;6459.49;0;6459.49;0
40;6459.501;59139.5693837456;6459.512;76030.5245504369;6459.524;0;6459.536;0;6459.536;NaN
41;6459.547;58235.3389276679;6459.558;73616.1369781679;6459.57;0;6459.581;0;6459.581;NaN
42;6459.593;59039.0961104362;6459.604;73113.1980856177;6459.616;0;6459.627;0;6459.627;NaN
43;6459.639;55623.4841347792;6459.65;73817.3181847359;6459.662;0;6459.673;0;6459.673;NaN
44;6459.684;58134.8729051399;6459.696;83779.8246142115;6459.707;0;6459.719;0;6459.719;NaN
45;6459.73;63460.6824479582;6459.742;70799.9390278146;6459.753;0;6459.765;0;6459.765;NaN
46;6459.776;57230.7149529525;6459.788;78244.1216595779;6459.799;100.0004000016;6459.811;0;6459.811;0
47;6459.822;56427.0737701303;6459.833;71705.0765188439;6459.845;0;6459.857;0;6459.857;NaN
48;6459.868;63259.6674005189;6459.879;75929.915784997;6459.891;0;6459.902;0;6459.902;NaN
49;6459.914;55221.7086458555;6459.925;77942.2444958932;6459.937;0;6459.948;0;6459.948;NaN
50;6459.96;55422.5947796526;6459.971;72107.3808272592;6459.983;0;6459.994;0;6459.994;NaN
51;6460.005;60445.7952581627;6460.017;70598.8062383673;6460.029;0;6460.04;0;6460.04;NaN
52;6460.051;63661.7007198284;6460.063;78344.7489958631;6460.074;0;6460.086;0;6460.086;NaN
53;6460.097;59541.4705339888;6460.109;75426.8840672744;6460.12;0;6460.132;0;6460.132;NaN
54;6460.143;59641.9478358493;6460.155;77841.6203896896;6460.166;0;6460.178;0;6460.178;NaN
55;6460.189;62053.6448245857;6460.201;79049.1629616551;6460.212;0;6460.224;0;6460.224;NaN
56;6460.235;59641.9478358493;6460.246;79149.7967585701;6460.258;0;6460.269;0;6460.269;NaN
57;6460.281;61752.1573156257;6460.292;74320.2853257054;6460.304;0;6460.315;0;6460.315;NaN
58;6460.327;58034.4076882059;6460.338;82269.8450919014;6460.35;100.0004000016;6460.361;0;6460.361;0
59;6460.372;61149.2040579013;6460.384;78847.8977906538;6460.396;0;6460.407;0;6460.407;NaN
60;6460.418;62053.6448245857;6460.43;80055.5372749817;6460.442;0;6460.453;0;6460.453;NaN
61;6460.464;61450.6770601515;6460.476;77338.5119709183;6460.487;100.0004000016;6460.499;0;6460.499;0
62;6460.51;62154.1422728366;6460.522;79451.7029950884;6460.533;0;6460.545;0;6460.545;NaN
63;6460.556;60747.2513372415;6460.568;80760.047352475;6460.579;0;6460.591;0;6460.591;NaN
64;6460.602;56627.9792330667;6460.613;75225.6770310933;6460.625;0;6460.636;0;6460.636;NaN
65;6460.648;57029.7998244003;6460.659;81867.2145884166;6460.671;0;6460.682;0;6460.682;NaN
66;6460.694;60646.7651717156;6460.705;77237.8927095454;6460.717;0;6460.728;0;6460.728;NaN
67;6460.739;59340.5183474468;6460.751;75929.915784997;6460.763;0;6460.774;0;6460.774;NaN
68;6460.785;60747.2513372415;6460.797;77137.2742556103;6460.808;0;6460.82;0;6460.82;NaN
69;6460.831;61249.6942527537;6460.843;78546.0060910773;6460.854;100.0004000016;6460.866;0;6460.866;0
70;6460.877;60847.7383086133;6460.889;75225.6770310933;6460.9;0;6460.912;0;6460.912;NaN
71;6460.923;59943.3845759056;6460.934;75225.6770310933;6460.946;0;6460.958;0;6460.958;NaN
72;6460.969;59641.9478358493;6460.98;75527.4887962543;6460.992;0;6461.003;0;6461.003;NaN
73;6461.015;59943.3845759056;6461.026;75728.7006760416;6461.038;0;6461.049;0;6461.049;NaN
74;6461.061;62656.64160401;6461.072;76533.5804876483;6461.084;0;6461.095;0;6461.095;NaN
75;6461.106;57833.4796710809;6461.118;79854.2559509478;6461.13;0;6461.141;0;6461.141;NaN
76;6461.152;65471.0102788483;6461.164;72610.2793690528;6461.175;0;6461.187;0;6461.187;NaN
77;6461.198;56527.5260988791;6461.21;79753.6165004715;6461.221;0;6461.233;0;6461.233;NaN
78;6461.244;58637.211073913;6461.256;67783.2860053585;6461.267;0;6461.279;0;6461.279;NaN
79;6461.29;58235.3389276679;6461.301;71705.0765188439;6461.313;0;6461.325;0;6461.325;NaN
80;6461.336;57331.1737254839;6461.347;70397.6766761065;6461.359;0;6461.37;0;6461.37;NaN
81;6461.382;58536.7418289123;6461.393;67883.8294100424;6461.405;0;6461.416;0;6461.416;NaN
82;6461.428;62154.1422728366;6461.439;80156.1791485588;6461.451;0;6461.462;0;6461.462;NaN
83;6461.473;64164.2605068977;6461.485;74219.6902832384;6461.497;0;6461.508;0;6461.508;NaN
84;6461.519;60144.3464314354;6461.531;77640.3745997609;6461.542;0;6461.554;0;6461.554;NaN
85;6461.565;61752.1573156257;6461.577;76131.134123198;6461.588;0;6461.6;0;6461.6;NaN
86;6461.611;54920.3854849831;6461.623;72207.9589216945;6461.634;0;6461.646;0;6461.646;NaN
87;6461.657;58637.211073913;6461.669;76835.4237383343;6461.68;0;6461.692;0;6461.692;NaN
88;6461.703;54719.5074041707;6461.714;70900.5066327574;6461.726;0;6461.738;100.0004000016;6461.738;NaN
89;6461.749;57331.1737254839;6461.76;71503.9292060958;6461.772;0;6461.783;0;6461.783;NaN
90;6461.795;62857.6469786224;6461.806;77740.997090982;6461.818;0;6461.829;0;6461.829;NaN
91;6461.84;60948.2260858408;6461.852;76432.9676855054;6461.864;0;6461.875;0;6461.875;NaN
92;6461.886;61249.6942527537;6461.898;73113.1980856177;6461.909;0;6461.921;0;6461.921;NaN
93;6461.932;60747.2513372415;6461.944;75628.0943325068;6461.955;0;6461.967;0;6461.967;NaN
94;6461.978;60244.8285678772;6461.99;77539.7529160163;6462.001;0;6462.013;0;6462.013;NaN
95;6462.024;58034.4076882059;6462.036;72509.6980467512;6462.047;0;6462.059;0;6462.059;NaN
96;6462.07;61048.7146689335;6462.081;73616.1369781679;6462.093;0;6462.104;0;6462.104;NaN
97;6462.116;60445.7952581627;6462.127;73716.727177903;6462.139;0;6462.15;0;6462.15;NaN
