sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;1833.181;57130.2569859279;1833.193;59240.0434627459;1833.204;0;1833.216;0;1833.216;NaN
2;1833.227;62053.6448245857;1833.239;54719.5074041707;1833.25;0;1833.262;0;1833.262;NaN
3;1833.273;57833.4796710809;1833.285;56929.3434683601;1833.296;0;1833.308;0;1833.308;NaN
4;1833.319;59340.5183474468;1833.33;55523.0390545449;1833.342;0;1833.353;0;1833.353;NaN
5;1833.365;56728.433172703;1833.376;59742.4259434492;1833.388;0;1833.399;0;1833.399;NaN
6;1833.411;56326.6222468108;1833.422;52710.9037414721;1833.434;0;1833.445;0;1833.445;NaN
7;1833.457;56125.7216164208;1833.468;54116.8924877736;1833.48;0;1833.491;0;1833.491;NaN
8;1833.502;55723.9300203653;1833.514;58235.3389276679;1833.526;0;1833.537;0;1833.537;NaN
9;1833.548;59943.3845759056;1833.56;53313.4510237786;1833.571;0;1833.583;0;1833.583;NaN
10;1833.594;55221.7086458555;1833.606;61752.1573156257;1833.617;0;1833.629;0;1833.629;NaN
11;1833.64;64264.7748827995;1833.652;61450.6770601515;1833.663;0;1833.675;0;1833.675;NaN
12;1833.686;63762.2110649492;1833.697;59139.5693837456;1833.709;0;1833.721;0;1833.721;NaN
13;1833.732;61852.6523459899;1833.743;56728.433172703;1833.755;0;1833.766;0;1833.766;NaN
14;1833.778;58034.4076882059;1833.789;61249.6942527537;1833.801;0;1833.812;0;1833.812;NaN
15;1833.824;58838.151980851;1833.835;54016.4594866532;1833.847;0;1833.858;0;1833.858;NaN
16;1833.869;58737.681124556;1833.881;54819.9460419398;1833.893;0;1833.904;0;1833.904;NaN
17;1833.915;59943.3845759056;1833.927;55924.8242076314;1833.938;0;1833.95;0;1833.95;NaN
18;1833.961;54518.6325444167;1833.973;60345.3115101164;1833.984;100.0004000016;1833.996;0;1833.996;0
19;1834.007;55121.2667869313;1834.019;57532.0936871056;1834.03;0;1834.042;0;1834.042;NaN
20;1834.053;55924.8242076314;1834.064;55020.8257333103;1834.076;0;1834.088;0;1834.088;NaN
21;1834.099;59641.9478358493;1834.11;57833.4796710809;1834.122;0;1834.133;0;1834.133;NaN
22;1834.145;57532.0936871056;1834.156;58838.151980851;1834.168;0;1834.179;0;1834.179;NaN
23;1834.191;64264.7748827995;1834.202;60345.3115101164;1834.214;0;1834.225;0;1834.225;NaN
24;1834.236;60144.3464314354;1834.248;60948.2260858408;1834.26;0;1834.271;0;1834.271;NaN
25;1834.282;63259.6674005189;1834.294;59842.904856798;1834.305;0;1834.317;0;1834.317;NaN
26;1834.328;63762.2110649492;1834.34;63058.6555774328;1834.351;0;1834.363;0;1834.363;NaN
27;1834.374;60345.3115101164;1834.386;61651.6630912044;1834.397;0;1834.409;0;1834.409;NaN
28;1834.42;68286.0110942207;1834.432;60445.7952581627;1834.443;0;1834.455;0;1834.455;NaN
29;1834.466;65973.6426273953;1834.477;60948.2260858408;1834.489;0;1834.501;0;1834.501;NaN
30;1834.512;62757.1438882963;1834.523;57833.4796710809;1834.535;0;1834.546;0;1834.546;NaN
31;1834.558;62355.1395872932;1834.569;59340.5183474468;1834.581;100.0004000016;1834.592;0;1834.592;0
32;1834.603;62857.6469786224;1834.615;60747.2513372415;1834.627;0;1834.638;0;1834.638;NaN
33;1834.649;59943.3845759056;1834.661;61551.1696727162;1834.672;0;1834.684;0;1834.684;NaN
34;1834.695;66878.4316556573;1834.707;62355.1395872932;1834.718;0;1834.73;0;1834.73;NaN
35;1834.741;62254.6405270692;1834.753;61450.6770601515;1834.764;0;1834.776;0;1834.776;NaN
36;1834.787;63360.1745211896;1834.799;58235.3389276679;1834.81;0;1834.822;0;1834.822;NaN
37;1834.833;59340.5183474468;1834.844;61249.6942527537;1834.856;0;1834.867;0;1834.867;NaN
38;1834.879;61149.2040579013;1834.89;57933.9432768561;1834.902;0;1834.913;0;1834.913;NaN
39;1834.924;60144.3464314354;1834.936;56929.3434683601;1834.948;0;1834.959;0;1834.959;NaN
40;1834.97;57532.0936871056;1834.982;62556.1401257539;1834.993;0;1835.005;0;1835.005;NaN
41;1835.016;66878.4316556573;1835.028;58737.681124556;1835.039;0;1835.051;0;1835.051;NaN
42;1835.062;62958.150874998;1835.074;54819.9460419398;1835.085;0;1835.097;0;1835.097;NaN
43;1835.108;66275.2317126482;1835.12;59139.5693837456;1835.131;100.0004000016;1835.143;0;1835.143;0
44;1835.154;62254.6405270692;1835.165;60646.7651717156;1835.177;0;1835.188;0;1835.188;NaN
45;1835.2;59440.9940378578;1835.211;61953.1481823067;1835.223;0;1835.234;0;1835.234;NaN
46;1835.246;65471.0102788483;1835.257;59440.9940378578;1835.269;0;1835.28;0;1835.28;NaN
47;1835.291;68889.3078178835;1835.303;59641.9478358493;1835.314;0;1835.326;0;1835.326;NaN
48;1835.337;62154.1422728366;1835.349;57632.5548762153;1835.36;100.0004000016;1835.372;0;1835.372;0
49;1835.383;64867.8780684411;1835.395;63762.2110649492;1835.406;0;1835.418;0;1835.418;NaN
50;1835.429;66275.2317126482;1835.441;65471.0102788483;1835.452;0;1835.464;0;1835.464;NaN
51;1835.475;60244.8285678772;1835.486;60043.8651007815;1835.498;0;1835.51;0;1835.51;NaN
52;1835.521;59340.5183474468;1835.532;63460.6824479582;1835.544;0;1835.555;0;1835.555;NaN
53;1835.567;65370.4862280828;1835.578;60546.2798120259;1835.59;0;1835.601;0;1835.601;NaN
54;1835.613;65571.5351359155;1835.624;56326.6222468108;1835.636;0;1835.647;0;1835.647;NaN
55;1835.658;62355.1395872932;1835.67;56527.5260988791;1835.682;0;1835.693;0;1835.693;NaN
56;1835.704;66074.1715161165;1835.716;62958.150874998;1835.727;0;1835.739;0;1835.739;NaN
57;1835.75;64063.7469371714;1835.762;61752.1573156257;1835.773;0;1835.785;0;1835.785;NaN
58;1835.796;65370.4862280828;1835.808;62857.6469786224;1835.819;0;1835.831;100.0004000016;1835.831;NaN
59;1835.842;63561.1911808346;1835.854;62857.6469786224;1835.865;0;1835.877;0;1835.877;NaN
60;1835.888;62254.6405270692;1835.899;65068.9189134994;1835.911;0;1835.923;0;1835.923;NaN
61;1835.934;59541.4705339888;1835.945;62154.1422728366;1835.957;0;1835.968;0;1835.968;NaN
62;1835.98;62556.1401257539;1835.991;62455.6394535182;1836.003;0;1836.014;0;1836.014;NaN
63;1836.026;65471.0102788483;1836.037;65370.4862280828;1836.049;0;1836.06;0;1836.06;NaN
64;1836.071;68286.0110942207;1836.083;63159.1610859366;1836.094;100.0004000016;1836.106;0;1836.106;0
65;1836.117;66576.8280553149;1836.129;64566.3228476556;1836.14;0;1836.152;0;1836.152;NaN
66;1836.163;63963.2341736111;1836.175;62656.64160401;1836.186;0;1836.198;0;1836.198;NaN
67;1836.209;66878.4316556573;1836.221;68084.9186390236;1836.232;0;1836.244;0;1836.244;NaN
68;1836.255;68084.9186390236;1836.266;60345.3115101164;1836.278;0;1836.29;0;1836.29;NaN
69;1836.301;66275.2317126482;1836.312;57431.6333035317;1836.324;0;1836.335;0;1836.335;NaN
70;1836.347;65068.9189134994;1836.358;62958.150874998;1836.37;0;1836.381;0;1836.381;NaN
71;1836.392;63360.1745211896;1836.404;62556.1401257539;1836.416;0;1836.427;0;1836.427;NaN
72;1836.438;65973.6426273953;1836.45;63159.1610859366;1836.461;0;1836.473;0;1836.473;NaN
73;1836.484;58737.681124556;1836.496;60445.7952581627;1836.507;0;1836.519;0;1836.519;NaN
74;1836.53;67180.0425139374;1836.542;63259.6674005189;1836.553;0;1836.565;0;1836.565;NaN
75;1836.576;67481.6606304171;1836.588;64465.8060531688;1836.599;0;1836.611;0;1836.611;NaN
76;1836.622;60546.2798120259;1836.633;62053.6448245857;1836.645;0;1836.656;0;1836.656;NaN
77;1836.668;62053.6448245857;1836.679;63159.1610859366;1836.691;0;1836.702;0;1836.702;NaN
78;1836.714;65672.0607992942;1836.725;65772.5872689938;1836.737;0;1836.748;0;1836.748;NaN
79;1836.759;59742.4259434492;1836.771;61752.1573156257;1836.782;0;1836.794;0;1836.794;NaN
80;1836.805;62757.1438882963;1836.817;58235.3389276679;1836.828;0;1836.84;0;1836.84;NaN
81;1836.851;65672.0607992942;1836.863;64063.7469371714;1836.874;0;1836.886;0;1836.886;NaN
82;1836.897;70900.5066327574;1836.909;65672.0607992942;1836.92;0;1836.932;0;1836.932;NaN
83;1836.943;63159.1610859366;1836.955;64666.8404483568;1836.966;0;1836.978;0;1836.978;NaN
84;1836.989;65068.9189134994;1837;64867.8780684411;1837.012;0;1837.023;0;1837.023;NaN
85;1837.035;74420.8811753284;1837.046;61852.6523459899;1837.058;0;1837.069;0;1837.069;NaN
86;1837.08;62958.150874998;1837.092;64767.3588552821;1837.103;0;1837.115;0;1837.115;NaN
87;1837.126;64767.3588552821;1837.138;60546.2798120259;1837.149;0;1837.161;0;1837.161;NaN
88;1837.172;65169.4405454181;1837.184;63963.2341736111;1837.195;0;1837.207;0;1837.207;NaN
89;1837.218;60244.8285678772;1837.23;58938.6236428079;1837.241;0;1837.253;0;1837.253;NaN
90;1837.264;61450.6770601515;1837.276;60345.3115101164;1837.287;0;1837.299;0;1837.299;NaN
91;1837.31;63561.1911808346;1837.321;59842.904856798;1837.333;0;1837.344;0;1837.344;NaN
92;1837.356;64867.8780684411;1837.367;63762.2110649492;1837.379;0;1837.39;0;1837.39;NaN
93;1837.402;65471.0102788483;1837.413;61651.6630912044;1837.425;0;1837.436;0;1837.436;NaN
94;1837.447;64666.8404483568;1837.459;65471.0102788483;1837.471;0;1837.482;0;1837.482;NaN
95;1837.493;69894.8668888862;1837.505;66174.7012111976;1837.517;0;1837.528;0;1837.528;NaN
96;1837.539;67883.8294100424;1837.551;62154.1422728366;1837.562;0;1837.574;0;1837.574;NaN
97;1837.585;69090.4131787206;1837.597;67079.5047547236;1837.608;0;1837.62;0;1837.62;NaN
98;1837.631;69291.5217661617;1837.642;64566.3228476556;1837.654;0;1837.666;0;1837.666;NaN
99;1837.677;63460.6824479582;1837.688;63963.2341736111;1837.7;0;1837.711;0;1837.711;NaN
100;1837.723;67481.6606304171;1837.734;62556.1401257539;1837.746;0;1837.757;0;1837.757;NaN
101;1837.769;70900.5066327574;1837.78;65772.5872689938;1837.792;0;1837.803;0;1837.803;NaN
102;1837.814;66677.361782341;1837.826;68286.0110942207;1837.838;0;1837.849;0;1837.849;NaN
103;1837.86;65370.4862280828;1837.872;66878.4316556573;1837.883;0;1837.895;0;1837.895;NaN
104;1837.906;65269.9629836093;1837.918;66777.8963157853;1837.929;0;1837.941;0;1837.941;NaN
105;1837.952;62857.6469786224;1837.964;67582.2016155555;1837.975;0;1837.987;0;1837.987;NaN
106;1837.998;68487.1067757112;1838.009;66174.7012111976;1838.021;0;1838.032;0;1838.032;NaN
107;1838.044;66878.4316556573;1838.055;67783.2860053585;1838.067;0;1838.078;0;1838.078;NaN
108;1838.09;65471.0102788483;1838.101;67984.3736212609;1838.113;0;1838.124;0;1838.124;NaN
109;1838.135;68286.0110942207;1838.147;61852.6523459899;1838.159;0;1838.17;0;1838.17;NaN
110;1838.181;64063.7469371714;1838.193;67180.0425139374;1838.204;0;1838.216;0;1838.216;NaN
111;1838.227;73616.1369781679;1838.239;68587.6558263409;1838.25;0;1838.262;0;1838.262;NaN
112;1838.273;61048.7146689335;1838.285;63259.6674005189;1838.296;0;1838.308;0;1838.308;NaN
113;1838.319;71705.0765188439;1838.33;63862.7222162069;1838.342;0;1838.354;0;1838.354;NaN
114;1838.365;67079.5047547236;1838.376;66978.9678019669;1838.388;0;1838.399;0;1838.399;NaN
115;1838.411;67079.5047547236;1838.422;70397.6766761065;1838.434;100.0004000016;1838.445;0;1838.445;0
116;1838.456;67883.8294100424;1838.468;64465.8060531688;1838.48;0;1838.491;0;1838.491;NaN
117;1838.502;65571.5351359155;1838.514;70498.2410538434;1838.525;0;1838.537;0;1838.537;NaN
118;1838.548;69190.9670691107;1838.56;65471.0102788483;1838.571;0;1838.583;0;1838.583;NaN
119;1838.594;63661.7007198284;1838.606;66677.361782341;1838.617;0;1838.629;0;1838.629;NaN
120;1838.64;68185.4644633403;1838.652;62254.6405270692;1838.663;0;1838.675;0;1838.675;NaN
121;1838.686;70196.5503409547;1838.697;62154.1422728366;1838.709;0;1838.72;0;1838.72;NaN
122;1838.732;63762.2110649492;1838.743;64063.7469371714;1838.755;0;1838.766;0;1838.766;NaN
123;1838.778;65672.0607992942;1838.789;65269.9629836093;1838.801;0;1838.812;0;1838.812;NaN
124;1838.824;64264.7748827995;1838.835;63963.2341736111;1838.847;0;1838.858;0;1838.858;NaN
125;1838.869;65269.9629836093;1838.881;66275.2317126482;1838.892;0;1838.904;0;1838.904;NaN
126;1838.915;64968.3980878437;1838.927;65169.4405454181;1838.938;0;1838.95;0;1838.95;NaN
127;1838.961;68286.0110942207;1838.973;68386.5585316744;1838.984;0;1838.996;0;1838.996;NaN
128;1839.007;68989.8600949814;1839.019;65873.1145450243;1839.03;0;1839.042;0;1839.042;NaN
129;1839.053;69995.4272328341;1839.064;67481.6606304171;1839.076;0;1839.088;0;1839.088;NaN
130;1839.099;60847.7383086133;1839.11;64566.3228476556;1839.122;0;1839.133;0;1839.133;NaN
131;1839.145;62254.6405270692;1839.156;65169.4405454181;1839.168;0;1839.179;0;1839.179;NaN
132;1839.191;69492.6335802845;1839.202;60646.7651717156;1839.214;0;1839.225;0;1839.225;NaN
133;1839.236;65471.0102788483;1839.248;67180.0425139374;1839.259;100.0004000016;1839.271;0;1839.271;0
134;1839.282;66777.8963157853;1839.294;64365.2900648866;1839.305;0;1839.317;0;1839.317;NaN
135;1839.328;70699.3722296877;1839.34;66978.9678019669;1839.351;0;1839.363;0;1839.363;NaN
136;1839.374;68889.3078178835;1839.386;64164.2605068977;1839.397;0;1839.409;0;1839.409;NaN
137;1839.42;71101.6442631302;1839.431;58637.211073913;1839.443;0;1839.454;0;1839.454;NaN
138;1839.466;60244.8285678772;1839.477;61048.7146689335;1839.489;0;1839.5;0;1839.5;NaN
139;1839.512;65772.5872689938;1839.523;55020.8257333103;1839.535;0;1839.546;0;1839.546;NaN
140;1839.557;65068.9189134994;1839.569;61651.6630912044;1839.58;0;1839.592;0;1839.592;NaN
141;1839.603;58034.4076882059;1839.615;59641.9478358493;1839.626;0;1839.638;0;1839.638;NaN
142;1839.649;65672.0607992942;1839.661;58536.7418289123;1839.672;0;1839.684;0;1839.684;NaN
143;1839.695;63259.6674005189;1839.707;62857.6469786224;1839.718;0;1839.73;0;1839.73;NaN
144;1839.741;65169.4405454181;1839.752;62958.150874998;1839.764;0;1839.775;0;1839.775;NaN
145;1839.787;69794.307351667;1839.798;59139.5693837456;1839.81;0;1839.821;0;1839.821;NaN
146;1839.833;67883.8294100424;1839.844;66275.2317126482;1839.856;0;1839.867;0;1839.867;NaN
147;1839.878;68989.8600949814;1839.89;68084.9186390236;1839.902;0;1839.913;0;1839.913;NaN
148;1839.924;68084.9186390236;1839.936;66476.2951346972;1839.947;0;1839.959;0;1839.959;NaN
