sep=;
Number;Time 59Co;59Co;Time 75As;75As;Time 140Ce;140Ce;Time 140Ce.16O;140Ce.16O;Time oxides;oxides
1;4335.598;58737.681124556;4335.61;75829.3078268684;4335.621;0;4335.633;0;4335.633;NaN
2;4335.644;56828.8879177976;4335.656;74521.477832117;4335.667;0;4335.679;0;4335.679;NaN
3;4335.69;58938.6236428079;4335.701;78747.266416548;4335.713;0;4335.724;0;4335.724;NaN
4;4335.736;62053.6448245857;4335.747;77640.3745997609;4335.759;0;4335.77;0;4335.77;NaN
5;4335.782;55924.8242076314;4335.793;78244.1216595779;4335.805;0;4335.816;0;4335.816;NaN
6;4335.827;57632.5548762153;4335.839;82068.5282243501;4335.851;0;4335.862;0;4335.862;NaN
7;4335.873;60747.2513372415;4335.885;77036.6566091032;4335.896;0;4335.908;0;4335.908;NaN
8;4335.919;57029.7998244003;4335.931;83075.144879842;4335.942;0;4335.954;0;4335.954;NaN
9;4335.965;54217.3262941004;4335.977;78042.8694096027;4335.988;0;4336;0;4336;NaN
10;4336.011;59240.0434627459;4336.023;76231.74450329;4336.034;0;4336.046;0;4336.046;NaN
11;4336.057;56929.3434683601;4336.068;77137.2742556103;4336.08;0;4336.091;0;4336.091;NaN
12;4336.103;57833.4796710809;4336.114;75527.4887962543;4336.126;0;4336.137;0;4336.137;NaN
13;4336.149;62355.1395872932;4336.16;73817.3181847359;4336.172;0;4336.183;0;4336.183;NaN
14;4336.194;62958.150874998;4336.206;76131.134123198;4336.218;0;4336.229;0;4336.229;NaN
15;4336.24;62154.1422728366;4336.252;78646.6358500257;4336.263;0;4336.275;0;4336.275;NaN
16;4336.286;59641.9478358493;4336.298;78042.8694096027;4336.309;0;4336.321;0;4336.321;NaN
17;4336.332;61852.6523459899;4336.344;81867.2145884166;4336.355;0;4336.367;0;4336.367;NaN
18;4336.378;57933.9432768561;4336.389;73716.727177903;4336.401;0;4336.413;0;4336.413;NaN
19;4336.424;57933.9432768561;4336.435;80256.8218298555;4336.447;0;4336.458;0;4336.458;NaN
20;4336.47;62857.6469786224;4336.481;75024.4732238859;4336.493;0;4336.504;0;4336.504;NaN
21;4336.516;57130.2569859279;4336.527;76533.5804876483;4336.539;0;4336.55;0;4336.55;NaN
22;4336.561;60244.8285678772;4336.573;73314.3712214515;4336.585;0;4336.596;0;4336.596;NaN
23;4336.607;56728.433172703;4336.619;77036.6566091032;4336.63;0;4336.642;0;4336.642;NaN
24;4336.653;55322.1513100927;4336.665;78747.266416548;4336.676;0;4336.688;0;4336.688;NaN
25;4336.699;59641.9478358493;4336.711;81565.2501936297;4336.722;100.0004000016;4336.734;0;4336.734;0
26;4336.745;60043.8651007815;4336.756;81565.2501936297;4336.768;0;4336.78;0;4336.78;NaN
27;4336.791;62254.6405270692;4336.802;73515.5475855207;4336.814;0;4336.825;0;4336.825;NaN
28;4336.837;55924.8242076314;4336.848;78747.266416548;4336.86;0;4336.871;0;4336.871;NaN
29;4336.883;59541.4705339888;4336.894;71503.9292060958;4336.906;0;4336.917;0;4336.917;NaN
30;4336.928;58938.6236428079;4336.94;80458.109615647;4336.952;0;4336.963;0;4336.963;NaN
31;4336.974;59842.904856798;4336.986;85289.9859522376;4336.997;0;4337.009;0;4337.009;NaN
32;4337.02;52409.640968907;4337.032;86800.3291388203;4337.043;0;4337.055;0;4337.055;NaN
33;4337.066;65672.0607992942;4337.078;74320.2853257054;4337.089;0;4337.101;0;4337.101;NaN
34;4337.112;61350.1852535006;4337.123;82370.5047375581;4337.135;0;4337.147;0;4337.147;NaN
35;4337.158;62355.1395872932;4337.169;77841.6203896896;4337.181;0;4337.192;0;4337.192;NaN
36;4337.204;60546.2798120259;4337.215;82068.5282243501;4337.227;100.0004000016;4337.238;0;4337.238;0
37;4337.25;55422.5947796526;4337.261;84987.9391377989;4337.273;0;4337.284;0;4337.284;NaN
38;4337.296;59541.4705339888;4337.307;81061.9923593053;4337.319;0;4337.33;0;4337.33;NaN
39;4337.341;57833.4796710809;4337.353;76432.9676855054;4337.364;0;4337.376;0;4337.376;NaN
40;4337.387;62757.1438882963;4337.399;74923.872531123;4337.41;0;4337.422;0;4337.422;NaN
41;4337.433;57733.0168708705;4337.445;73817.3181847359;4337.456;0;4337.468;0;4337.468;NaN
42;4337.479;59842.904856798;4337.491;77237.8927095454;4337.502;0;4337.514;0;4337.514;NaN
43;4337.525;62556.1401257539;4337.536;81162.6423105168;4337.548;0;4337.56;0;4337.56;NaN
44;4337.571;60847.7383086133;4337.582;84685.8995970396;4337.594;0;4337.605;0;4337.605;NaN
45;4337.617;56828.8879177976;4337.628;81363.9446364005;4337.64;0;4337.651;0;4337.651;NaN
46;4337.662;59039.0961104362;4337.674;79351.066775277;4337.686;0;4337.697;0;4337.697;NaN
47;4337.708;58335.8057557995;4337.72;74119.0960479176;4337.731;100.0004000016;4337.743;0;4337.743;0
48;4337.754;59641.9478358493;4337.766;74018.5026197335;4337.777;0;4337.789;0;4337.789;NaN
49;4337.8;64063.7469371714;4337.812;75628.0943325068;4337.823;0;4337.835;0;4337.835;NaN
50;4337.846;59641.9478358493;4337.858;77841.6203896896;4337.869;0;4337.881;0;4337.881;NaN
51;4337.892;61752.1573156257;4337.903;74219.6902832384;4337.915;0;4337.926;0;4337.926;NaN
52;4337.938;56125.7216164208;4337.949;75829.3078268684;4337.961;0;4337.972;0;4337.972;NaN
53;4337.984;61350.1852535006;4337.995;80055.5372749817;4338.007;0;4338.018;0;4338.018;NaN
54;4338.029;65068.9189134994;4338.041;81263.2930695453;4338.053;0;4338.064;0;4338.064;NaN
55;4338.075;60043.8651007815;4338.087;80860.6948802941;4338.098;0;4338.11;0;4338.11;NaN
56;4338.121;53213.0244639615;4338.133;75929.915784997;4338.144;0;4338.156;0;4338.156;NaN
57;4338.167;58436.2733895444;4338.179;79954.8962091147;4338.19;0;4338.202;0;4338.202;NaN
58;4338.213;59541.4705339888;4338.224;73314.3712214515;4338.236;0;4338.248;0;4338.248;NaN
59;4338.259;54819.9460419398;4338.27;80357.4653188817;4338.282;0;4338.293;0;4338.293;NaN
60;4338.305;57833.4796710809;4338.316;78042.8694096027;4338.328;0;4338.339;0;4338.339;NaN
61;4338.351;55221.7086458555;4338.362;75728.7006760416;4338.374;0;4338.385;0;4338.385;NaN
62;4338.397;57933.9432768561;4338.408;77740.997090982;4338.42;0;4338.431;0;4338.431;NaN
63;4338.442;57933.9432768561;4338.454;75125.0747238727;4338.465;0;4338.477;0;4338.477;NaN
64;4338.488;61651.6630912044;4338.5;81766.5589822822;4338.511;0;4338.523;0;4338.523;NaN
65;4338.534;60345.3115101164;4338.546;74722.6735672303;4338.557;0;4338.569;0;4338.569;NaN
66;4338.58;53514.3065588096;4338.592;83578.4835070455;4338.603;0;4338.615;0;4338.615;NaN
67;4338.626;62355.1395872932;4338.637;77237.8927095454;4338.649;0;4338.66;0;4338.66;NaN
68;4338.672;59039.0961104362;4338.683;76231.74450329;4338.695;0;4338.706;0;4338.706;NaN
69;4338.718;61450.6770601515;4338.729;72610.2793690528;4338.741;0;4338.752;0;4338.752;NaN
70;4338.764;61450.6770601515;4338.775;77137.2742556103;4338.787;0;4338.798;0;4338.798;NaN
71;4338.809;54217.3262941004;4338.821;70900.5066327574;4338.832;100.0004000016;4338.844;0;4338.844;0
72;4338.855;58536.7418289123;4338.867;80156.1791485588;4338.878;0;4338.89;0;4338.89;NaN
73;4338.901;59742.4259434492;4338.913;74622.0752960811;4338.924;0;4338.936;0;4338.936;NaN
74;4338.947;57431.6333035317;4338.959;75628.0943325068;4338.97;0;4338.982;0;4338.982;NaN
75;4338.993;57431.6333035317;4339.004;70900.5066327574;4339.016;0;4339.028;0;4339.028;NaN
76;4339.039;60747.2513372415;4339.05;77137.2742556103;4339.062;0;4339.073;0;4339.073;NaN
77;4339.085;59641.9478358493;4339.096;75728.7006760416;4339.108;0;4339.119;0;4339.119;NaN
78;4339.131;60646.7651717156;4339.142;74521.477832117;4339.154;0;4339.165;0;4339.165;NaN
79;4339.176;60948.2260858408;4339.188;75527.4887962543;4339.199;0;4339.211;0;4339.211;NaN
80;4339.222;60445.7952581627;4339.234;74420.8811753284;4339.245;0;4339.257;0;4339.257;NaN
81;4339.268;62857.6469786224;4339.28;76231.74450329;4339.291;0;4339.303;0;4339.303;NaN
82;4339.314;58838.151980851;4339.325;81061.9923593053;4339.337;0;4339.349;0;4339.349;NaN
83;4339.36;55723.9300203653;4339.371;77740.997090982;4339.383;0;4339.394;0;4339.394;NaN
84;4339.406;58838.151980851;4339.417;73817.3181847359;4339.429;0;4339.44;0;4339.44;NaN
85;4339.452;57130.2569859279;4339.463;74622.0752960811;4339.475;0;4339.486;0;4339.486;NaN
86;4339.497;60144.3464314354;4339.509;74119.0960479176;4339.521;0;4339.532;0;4339.532;NaN
